key,conf,team,2pa,3pa,rim attempts,middy attempts,total minutes,2p%,3p%,assisted 3p %,rim%,assisted rim fg%,middy fg%,assisted middy fg%,rim attempt rate,middy attempt rate,3 pt rate,transition 2p%,transition 3p%,transition midrange fg%,% of assists end w/ rim,% of assists end w/ middy,% of assists end w/ 3p,off_team_poss_value,def_team_poss_value,roster_ncaa_id,offensive rapm,defensive rapm,hoop_hgt_in,pos,exp,num,g,min,mpg,ppg,oreb,dreb,rpg,apg,tov,ast_to,spg,bpg,usg,ortg,efg,ts,torvik_id,fgm,ftm,fta,ft_pct,two_m,two_a,three_m,three_a,dunk_m,dunk_a,dunk_pct,porpag,dporpag,adj_oe,drtg,adj_de,stops,obpm,dbpm,bpm,oreb_rate,dreb_rate,ast,to,blk,stl,ftr,pfr,recruit rank,pick,fga,fg_pct,torvik_year,torvik_hgt_in,total RAPM,stls/100,blks/100,stops/100,3pa/100,midfga/100,dunkfga/100,rimfga/100,2pa/100,weight
James Jones,(INTL) EUROCUP,SUR,1.3,,,,154,0.615384615,0.231,,,,,,,,0.666666667,,,,,,,,,,,,76,,,,10,154,15.4,3.6,0.2,1.2,1.4,0.9,,0.6,0.5,0.1,17.6,71.8,0.436,0.437,https://basketball.realgm.com/player/James-Jones/Summary/39260,1.4,0.2,0.5,0.4,0.8,1.3,0.6,2.6,,,,,,,123.3,,,,,,1.7,11.1,10.9,26.7,0.7,1.7,,,,,3.9,0.359,2008,76,,,,,,,,,,190
Jure Lalic,(INTL) EUROCUP,ZAD,3.2,,,,218.4,0.53125,0.4,,,,,,,,0.304347826,,,,,,,,,,,,83,,,,14,218.4,15.6,7.1,1.5,2.4,3.9,0.2,,0.125,0.1,0.6,23.6,105,0.554,0.599,https://basketball.realgm.com/player/Jure-Lalic/Summary/28112,2.3,2,3,0.667,1.7,3.2,0.6,1.4,,,,,,,106.6,,,,,,12.7,19,2.4,21.6,3.6,0.3,,,,,4.6,0.492,2008,83,,,,,,,,,,242
Ludovic Vaty,(INTL) EUROCUP,PAU,5.8,,,,184,0.465517241,0,,,,,,,,0,,,,,,,,,,,,81,,,,10,184,18.4,6.2,1.3,3.6,4.9,0.2,,0.166666667,0.5,0.1,19.7,94.4,0.466,0.493,https://basketball.realgm.com/player/Ludovic-Vaty/Summary/2328,2.7,0.8,1.1,0.727,2.7,5.8,0,0,,,,,,,113.2,,,,,,9.2,24.1,2.2,16,0.5,1.5,,,,,5.8,0.466,2008,81,,,,,,,,,,240
Manuchar Markoishvili,(INTL) EUROCUP,KYIV,4.7,,,,361.2,0.489361702,0.442,,,,,,,,0.44047619,,,,,,,,,,,,76,,,,14,361.2,25.8,11.4,0.9,2,2.9,1.2,,0.75,1,0.4,21.4,115.5,0.555,0.598,https://basketball.realgm.com/player/Manuchar-Markoishvili/Summary/2625,3.9,2.1,2.6,0.806,2.3,4.7,1.6,3.7,,,,,,,104.8,,,,,,4.8,9.4,9,14.7,1.4,2.3,,,,,8.4,0.458,2008,76,,,,,,,,,,210
Marko Keselj,(INTL) EUROCUP,RHEI,3.4,,,,184,0.411764706,0.393,,,,,,,,0.451612903,,,,,,,,,,,,81,,,,10,184,18.4,6.8,1,1.8,2.8,0.2,,0.153846154,0.4,0.1,21.2,97.1,0.492,0.512,https://basketball.realgm.com/player/Marko-Keselj/Summary/10177,2.5,0.7,1,0.7,1.4,3.4,1.1,2.8,,,,,,,119.7,,,,,,7.9,13.8,2,16.4,0.6,1.3,,,,,6.2,0.403,2008,81,,,,,,,,,,218
Mladen Jeremic,(INTL) EUROCUP,FMP,2.8,,,,137.7,0.5,0.211,,,,,,,,0.428571429,,,,,,,,,,,,77,,,,9,137.7,15.3,4.6,0.4,1.2,1.7,0.4,,0.363636364,0.8,0,19.4,80.8,0.409,0.435,https://basketball.realgm.com/player/Mladen-Jeremic/Summary/2597,1.8,0.6,0.8,0.714,1.4,2.8,0.4,2.1,,,,,,,102.6,,,,,,4.2,11.3,6.1,17.5,0,2.7,,,,,4.9,0.364,2008,77,,,,,,,,,,190
Muhamed Pasalic,(INTL) EUROCUP,BOS,1,,,,187.2,0.3,0.429,,,,,,,,0.642857143,,,,,,,,,,,,76,,,,12,187.2,15.6,3.3,0.1,0.6,0.7,1.3,,1.181818182,0.7,0,12.2,97.3,0.53,0.568,https://basketball.realgm.com/player/Muhamed-Pasalic/Summary/30007,1.1,0.4,0.4,1,0.3,1,0.8,1.8,,,,,,,115,,,,,,0.7,5.7,13,27,0,2.3,,,,,2.8,0.394,2008,76,,,,,,,,,,186
Nemanja Gordic,(INTL) EUROCUP,BUD,4.6,,,,290.4,0.47826087,0.378,,,,,,,,0.402597403,,,,,,,,,,,,76,,,,12,290.4,24.2,9.5,0.5,1.6,2.1,1.4,,0.933333333,0.5,0,21,107.7,0.522,0.558,https://basketball.realgm.com/player/Nemanja-Gordic/Summary/10176,3.4,1.5,1.9,0.783,2.2,4.6,1.2,3.1,,,,,,,107.9,,,,,,3.1,10.2,10.7,15,0,1.2,,,,,7.7,0.446,2008,76,,,,,,,,,,198
Nemanja Protic,(INTL) EUROCUP,FMP,2.5,,,,190,0.52,0.361,,,,,,,,0.590163934,,,,,,,,,,,,73,,,,10,190,19,8.7,0.3,0.7,1,2.2,,1.571428571,1,0,21.5,114.4,0.533,0.597,https://basketball.realgm.com/player/Nemanja-Protic/Summary/29482,2.6,2.2,2.7,0.815,1.3,2.5,1.3,3.6,,,,,,,105.5,,,,,,2.3,5.3,24.9,16.1,0,2.8,,,,,6.1,0.426,2008,73,,,,,,,,,,180
Pau Ribas,(INTL) EUROCUP,JOV,1.8,,,,291.2,0.444444444,0.556,,,,,,,,0.56097561,,,,,,,,,,,,75,,,,16,291.2,18.2,5.9,0.4,1.1,1.4,1.5,,1.153846154,1,0,14.2,119,0.667,0.676,https://basketball.realgm.com/player/Pau-Ribas/Summary/26237,2.1,0.4,0.5,0.75,0.8,1.8,1.3,2.3,,,,,,,93.2,,,,,,2.8,6.8,12,22.3,0,3,,,,,4.1,0.515,2008,75,,,,,,,,,,165
Predrag Samardziski,(INTL) EUROCUP,FMP,7,,,,192,0.6,1,,,,,,,,0.014084507,,,,,,,,,,,,85,,,,8,192,24,11.8,2.6,4.4,7,1.3,,0.722222222,1.1,0.6,21.4,122.3,0.605,0.645,https://basketball.realgm.com/player/Predrag-Samardziski/Summary/2688,4.3,3.1,4.5,0.694,4.2,7,0.1,0.1,,,,,,,100.4,,,,,,16,28,11.9,16.1,2.8,2.6,,,,,7.1,0.596,2008,85,,,,,,,,,,243
Ricky Rubio,(INTL) EUROCUP,JOV,3.5,,,,334.4,0.6,0.36,,,,,,,,0.31372549,,,,,,,,,,,,74,,,,16,334.4,20.9,7.6,0.7,2.7,3.4,4.5,,1.730769231,2.4,0.1,18.9,114.7,0.586,0.633,https://basketball.realgm.com/player/Ricky-Rubio/Summary/1599,2.7,1.7,2.2,0.771,2.1,3.5,0.6,1.6,,,,,,,84.5,,,,,,4.5,15.2,31.3,29.8,0.3,6.2,,,,5,5.1,0.531,2008,74,,,,,,,,,,190
Sam Van Rossom,(INTL) EUROCUP,OOS,4.1,,,,319.2,0.634146341,0.452,,,,,,,,0.388059701,,,,,,,,,,,,74,,,,12,319.2,26.6,10.3,1.4,1.3,2.8,2.7,,1.173913043,1.3,0,17.8,118,0.65,0.665,https://basketball.realgm.com/player/Sam-Van-Rossom/Summary/28609,3.8,1.7,2.5,0.667,2.6,4.1,1.2,2.6,,,,,,,112.4,,,,,,7.5,6.4,18.2,22.5,0,2.8,,,,,6.7,0.563,2008,74,,,,,,,,,,180
Stefan Markovic,(INTL) EUROCUP,SWI,2.5,,,,348,0.76,0.344,,,,,,,,0.519230769,,,,,,,,,,,,78,,,,12,348,29,7.7,0.6,1.9,2.5,2.7,,1.5,1.6,0,13.5,112.3,0.621,0.638,https://basketball.realgm.com/player/Stefan-Markovic/Summary/24063,2.8,1.3,1.9,0.652,1.9,2.5,0.9,2.7,,,,,,,111.3,,,,,,2.8,9.1,15.7,23.4,0,3.1,,,,,5.2,0.532,2008,78,,,,,,,,,,215
Suad Sehovic,(INTL) EUROCUP,BOS,0.7,,,,160,0.571428571,0.348,,,,,,,,0.766666667,,,,,,,,,,,,78,,,,10,160,16,3.4,0.5,1.6,2.1,0.2,,0.4,1.1,0,11,102.4,0.533,0.535,https://basketball.realgm.com/player/Suad-Sehovic/Summary/30289,1.2,0.2,0.4,0.5,0.4,0.7,0.8,2.3,,,,,,,108.6,,,,,,3.8,15,2,13.6,0,3.8,,,,,3,0.4,2008,78,,,,,,,,,,209
Tadija Dragicevic,(INTL) EUROCUP,ZVE,7.5,,,,449.4,0.466666667,0.439,,,,,,,,0.440298507,,,,,,,,,,,,81,,,,14,449.4,32.1,18.4,1.4,4.1,5.4,1.1,,0.323529412,0.8,0,27.9,105.1,0.551,0.59,https://basketball.realgm.com/player/Tadija-Dragicevic/Summary/821,6.1,3.7,5.1,0.722,3.5,7.5,2.6,5.9,,,,,,,112.5,,,,,,5.4,18.1,6.9,17.7,0,1.3,,,,23,13.4,0.455,2008,81,,,,,,,,,,235
Viacheslav Kravtsov,(INTL) EUROCUP,KYIV,2.5,,,,211.9,0.6,0,,,,,,,,0,,,,,,,,,,,,83,,,,13,211.9,16.3,3.9,1.5,2.2,3.7,0.5,,0.384615385,0.3,1.4,13.9,98.9,0.606,0.585,https://basketball.realgm.com/player/Viacheslav-Kravtsov/Summary/1643,1.5,0.8,1.8,0.458,1.5,2.5,0,0,,,,,,,101.4,,,,,,11.7,16.5,5.7,28.1,8.6,1.1,,,,,2.5,0.606,2008,83,,,,,,,,,,254
Victor Claver,(INTL) EUROCUP,VAL,2.2,,,,233.8,0.545454545,0.32,,,,,,,,0.45,,,,,,,,,,,,82,,,,14,233.8,16.7,4.4,0.4,2.1,2.5,0.6,,0.461538462,0.9,0.6,16.4,87.1,0.518,0.52,https://basketball.realgm.com/player/Victor-Claver/Summary/1628,1.8,0.2,0.4,0.5,1.2,2.2,0.6,1.8,,,,,,,99.9,,,,,,3.6,16.6,6.7,23.5,3.7,3.2,,,,22,4,0.446,2008,82,,,,,,,,,,235
Vladimir Dasic,(INTL) EUROCUP,BUD,3.3,,,,203,0.515151515,0.371,,,,,,,,0.514705882,,,,,,,,,,,,80,,,,10,203,20.3,8.1,2,2.4,4.4,1.1,,0.647058824,2.4,0.3,22.5,105.8,0.537,0.553,https://basketball.realgm.com/player/Vladimir-Dasic/Summary/2299,3,0.8,1.2,0.667,1.7,3.3,1.3,3.5,,,,,,,91.9,,,,,,14.5,18.6,10,18.8,1.7,6.7,,,,,6.8,0.441,2008,80,,,,,,,,,,236
Vladimir Dragicevic,(INTL) EUROCUP,BUD,2.1,,,,216,0.619047619,0.3,,,,,,,,0.447368421,,,,,,,,,,,,80,,,,12,216,18,4.6,0.7,2.8,3.4,0.4,,0.5,0.7,0.2,13.5,107.7,0.556,0.567,https://basketball.realgm.com/player/Vladimir-Dragicevic/Summary/28628,1.8,0.4,0.7,0.625,1.3,2.1,0.5,1.7,,,,,,,102.3,,,,,,5.6,23.9,3.9,15.6,1,2.1,,,,,3.8,0.489,2008,80,,,,,,,,,,254
Yogev Ohayon,(INTL) EUROCUP,GAL,6.1,,,,283,0.524590164,0.111,,,,,,,,0.128571429,,,,,,,,,,,,74,,,,10,283,28.3,9.8,1.2,2.7,3.9,3.9,,1.95,1.8,0.1,18.7,107.5,0.479,0.533,https://basketball.realgm.com/player/Yogev-Ohayon/Summary/26194,3.3,3.1,5,0.62,3.2,6.1,0.1,0.9,,,,,,,110.3,,,,,,5.6,11.7,23.8,17.9,0.4,3.4,,,,,7,0.471,2008,74,,,,,,,,,,190
Alessandro Pajola,(INTL) EUROCUP,BOL,1.5,,,,204.8,0.533333333,0.278,,,,,,,,0.423076923,,,,,,,,,,,,76,,,,16,204.8,12.8,3.4,0.6,1.3,1.8,2.3,,1.916666667,0.8,0,15.3,107.4,0.464,0.546,https://basketball.realgm.com/player/Alessandro-Pajola/Summary/94600,1.1,1,1.2,0.842,0.8,1.5,0.3,1.1,,,,,,,104.5,,,,,,5.7,11.4,26.6,27.4,0,3.1,,,,,2.6,0.405,2020,76,,,,,,,,,,209
Andrea Mezzanotte,(INTL) EUROCUP,TREN,1.2,,,,272,0.416666667,0.237,,,,,,,,0.666666667,,,,,,,,,,,,81,,,,16,272,17,2.9,0.3,1.1,1.4,0.9,,2.25,0.1,0.1,11.7,86,0.377,0.389,https://basketball.realgm.com/player/Andrea-Mezzanotte/Summary/101713,1.1,0.2,0.3,0.6,0.5,1.2,0.6,2.4,,,,,,,118.5,,,,,,2.3,8.2,8.5,10.6,0.4,0.4,,,,,3.6,0.298,2020,81,,,,,,,,,,198
Arturs Zagars,(INTL) EUROCUP,JOV,1.4,,,,109,0.428571429,0.333,,,,,,,,0.461538462,,,,,,,,,,,,75,,,,10,109,10.9,2.7,0,0.7,0.7,1.8,,1.5,0.5,0,16.7,90.1,0.462,0.486,https://basketball.realgm.com/player/Arturs-Zagars/Summary/94659,1,0.3,0.4,0.75,0.6,1.4,0.4,1.2,,,,,,,113,,,,,,0,9,24.4,30.2,0,2.4,,,,,2.6,0.385,2020,75,,,,,,,,,,172
Christoph Philipps,(INTL) EUROCUP,RUL,1.1,,,,108,0.545454545,0.167,,,,,,,,0.352941176,,,,,,,,,,,,76,,,,10,108,10.8,1.7,0.3,1,1.3,0.5,,1,0.5,0.1,10.2,87.5,0.441,0.453,https://basketball.realgm.com/player/Christoph-Philipps/Summary/76160,0.7,0.2,0.4,0.5,0.6,1.1,0.1,0.6,,,,,,,112.6,,,,,,3.6,12.3,7.5,21,1.1,2.5,,,,,1.7,0.412,2020,76,,,,,,,,,,176
Joel Parra,(INTL) EUROCUP,JOV,1.5,,,,176,0.466666667,0.286,,,,,,,,0.464285714,,,,,,,,,,,,80,,,,16,176,11,2.9,0.9,1.4,2.3,0.4,,1.333333333,0.1,0,13.3,114.4,0.455,0.493,https://basketball.realgm.com/player/Joel-Parra/Summary/94513,1.1,0.4,0.4,1,0.7,1.5,0.4,1.3,,,,,,,114.3,,,,,,10.3,17.7,5.2,7.9,0,0.6,,,,,2.8,0.386,2020,80,,,,,,,,,,210
Killian Hayes,(INTL) EUROCUP,RUL,6,,,,268,0.5,0.39,,,,,,,,0.405940594,,,,,,,,,,,,76,,,,10,268,26.8,12.8,0.1,2.2,2.3,6.2,,1.878787879,1.5,0.2,24.9,107.7,0.535,0.578,https://basketball.realgm.com/player/Killian-Hayes/Summary/108654,4.6,2,2.2,0.909,3,6,1.6,4.1,,,,,,,112.4,,,,,,0.5,10.9,45.4,23,0.8,3,,,,7,10.1,0.455,2020,76,,,,,,,,,,195
Muhaymin Mustafa,(INTL) EUROCUP,TOF,1.7,,,,169.4,0.529411765,0.32,,,,,,,,0.575,,,,,,,,,,,,77,,,,11,169.4,15.4,4.8,0.5,1.1,1.5,0.6,,1.5,0.5,0.1,15.8,110.6,0.5,0.538,https://basketball.realgm.com/player/Muhaymin-Mustafa/Summary/96506,1.6,0.8,1.1,0.75,0.9,1.7,0.7,2.3,,,,,,,117.9,,,,,,4.2,9.8,6.7,7.5,0.7,1.6,,,,,4,0.409,2020,77,,,,,,,,,,187
Nenad Dimitrijevic,(INTL) EUROCUP,JOV,5,,,,306,0.66,0.324,,,,,,,,0.333333333,,,,,,,,,,,,73,,,,15,306,20.4,11.9,0.5,1.1,1.6,3.9,,1.56,0.6,0,25.7,118.8,0.593,0.657,https://basketball.realgm.com/player/Nenad-Dimitrijevic/Summary/53933,4.1,3,3.5,0.849,3.3,5,0.8,2.5,,,,,,,114.8,,,,,,3.3,6.9,34.3,21.3,0,1.6,,,,,7.5,0.54,2020,73,,,,,,,,,,174
Noam Dovrat,(INTL) EUROCUP,MRL,1.6,,,,149,0.3125,0.24,,,,,,,,0.609756098,,,,,,,,,,,,77,,,,10,149,14.9,3.2,0.4,0.7,1.1,0.7,,0.5,0.7,0.3,17.6,66.4,0.341,0.37,https://basketball.realgm.com/player/Noam-Dovrat/Summary/139579,1.1,0.4,0.5,0.8,0.5,1.6,0.6,2.5,,,,,,,113.4,,,,,,2.9,6.1,8.1,24.5,2.2,2.5,,,,,4.1,0.268,2020,77,,,,,,,,,,187
Timothe Crusol,(INTL) EUROCUP,CSP,0.5,,,,98,0.2,0.125,,,,,,,,0.615384615,,,,,,,,,,,,76,,,,10,98,9.8,0.6,0.2,1,1.2,0.2,,0.2,0.1,0,13,34,0.192,0.197,https://basketball.realgm.com/player/Timothe-Crusol/Summary/108658,0.2,0.1,0.5,0.2,0.1,0.5,0.1,0.8,,,,,,,120.1,,,,,,2.7,13.8,3.1,39.7,0,0.6,,,,,1.3,0.154,2020,76,,,,,,,,,,182
Alessandro Gentile,(INTL) EUROCUP,TREV,3,,,,288,0.466666667,0.333,,,,,,,,0.482758621,,,,,,,,,,,,78,,,,16,288,18,7.7,0.4,1.8,2.2,1,,0.769230769,0.6,0,22.3,106.3,0.478,0.547,https://basketball.realgm.com/player/Alessandro-Gentile/Summary/25901,2.3,2.1,2.8,0.773,1.4,3,0.9,2.8,,,,,,,100,,,,,,3,12.2,10.3,15.7,0,1.9,,,,23,5.8,0.398,2011,78,,,,,,,,,,228
Antoine Diot,(INTL) EUROCUP,LEM,3.2,,,,336,0.46875,0.315,,,,,,,,0.584415584,,,,,,,,,,,,76,,,,12,336,28,9.3,0.2,3.2,3.3,3.6,,1.24137931,1.1,0.1,20.4,93.3,0.473,0.53,https://basketball.realgm.com/player/Antoine-Diot/Summary/9266,2.9,2.1,2.6,0.806,1.5,3.2,1.4,4.5,,,,,,,101.4,,,,,,0.8,15.2,24.1,24.9,0.3,2.2,,,,,7.7,0.38,2011,76,,,,,,,,,,188
Bojan Dubljevic,(INTL) EUROCUP,BUD,4.2,,,,94.8,0.547619048,0.5,,,,,,,,0.066666667,,,,,,,,,,,,81,,,,6,94.8,15.8,6.7,1.8,1.5,3.3,0.2,,0.2,0.5,0.2,20.4,119.7,0.574,0.628,https://basketball.realgm.com/player/Bojan-Dubljevic/Summary/25931,2.5,1.5,1.8,0.818,2.3,4.2,0.2,0.3,,,,,,,103.6,,,,,,17.5,14.8,2.1,15.9,1.1,1.9,,,,29,4.5,0.556,2011,81,,,,,,,,,,242
Dairis Bertans,(INTL) EUROCUP,RIG,6.8,,,,164.4,0.426470588,0.263,,,,,,,,0.32,,,,,,,,,,,,76,,,,6,164.4,27.4,9.5,0.2,0.7,0.8,2.7,,1.227272727,0.7,0,21.1,86.3,0.408,0.44,https://basketball.realgm.com/player/Dairis-Bertans/Summary/26072,3.7,1.3,1.8,0.727,2.9,6.8,0.8,3.2,,,,,,,114.5,,,,,,0.8,3.3,15.4,16.7,0,1.2,,,,,10,0.367,2011,76,,,,,,,,,,190
Donatas Motiejunas,(INTL) EUROCUP,TREV,7.3,,,,438.4,0.493150685,0.154,,,,,,,,0.179775281,,,,,,,,,,,,84,,,,16,438.4,27.4,10.9,2,3.6,5.6,0.8,,0.363636364,0.9,0.6,23,96.9,0.455,0.499,https://basketball.realgm.com/player/Donatas-Motiejunas/Summary/2314,3.9,2.8,4.4,0.62,3.6,7.3,0.3,1.6,,,,,,,97.6,,,,,,9,16.3,5.2,16.7,2.6,1.8,,,,20,8.9,0.441,2011,84,,,,,,,,,,222
Jayson Granger,(INTL) EUROCUP,EST,3.3,,,,294,0.545454545,0.308,,,,,,,,0.214285714,,,,,,,,,,,,74,,,,14,294,21,5.4,0.5,2.6,3.1,4.3,,2.263157895,0.5,0.1,14.7,109.2,0.542,0.576,https://basketball.realgm.com/player/Jayson-Granger/Summary/24591,2.1,0.8,1,0.786,1.8,3.3,0.3,0.9,,,,,,,108.9,,,,,,3,16.1,33.9,28.5,0.7,1.3,,,,,4.2,0.508,2011,74,,,,,,,,,,195
Kostas Sloukas,(INTL) EUROCUP,ARI,1.9,,,,204.6,0.421052632,0.45,,,,,,,,0.486486486,,,,,,,,,,,,74,,,,11,204.6,18.6,6.1,0.3,1.9,2.2,3.1,,2.066666667,1,0,17.3,117.1,0.549,0.634,https://basketball.realgm.com/player/Kostas-Sloukas/Summary/25007,1.6,2,2.5,0.815,0.8,1.9,0.8,1.8,,,,,,,105,,,,,,2.2,13.1,27.2,24.3,0,3,,,,,3.7,0.439,2011,74,,,,,,,,,,210
Mustafa Abdul-Hamid,(INTL) EUROCUP,SWIS,2.5,,,,208,0.52,0.548,,,,,,,,0.553571429,,,,,,,,,,,,74,,,,10,208,20.8,8.6,0.2,1.6,1.8,2.7,,1.6875,0.5,0.3,17.7,119.1,0.688,0.692,https://basketball.realgm.com/player/Mustafa-Abdul-Hamid/Summary/6888,3,0.9,1.4,0.643,1.3,2.5,1.7,3.1,,,,,,,111.4,,,,,,1.2,9.2,24.7,20.5,1.5,1.3,,,,,5.6,0.536,2011,74,,,,,,,,,,195
Tomas Satoransky,(INTL) EUROCUP,BETIS,3.4,,,,377.6,0.441176471,0.438,,,,,,,,0.37037037,,,,,,,,,,,,79,,,,16,377.6,23.6,6.9,0.7,2.2,2.9,3.4,,1.789473684,1.1,0.2,16.4,109,0.529,0.569,https://basketball.realgm.com/player/Tomas-Satoransky/Summary/24374,2.4,1.1,1.4,0.818,1.5,3.4,0.9,2,,,,,,,105.3,,,,,,4,12.9,25.2,24.3,0.8,2.7,,,,2,5.4,0.448,2011,79,,,,,,,,,,210
Vladimir Mihailovic,(INTL) EUROCUP,BUD,2.8,,,,108,0.642857143,0.333,,,,,,,,0.151515152,,,,,,,,,,,,76,,,,6,108,18,6.3,0,0.8,0.8,0.3,,0.176470588,0.5,0.5,17.5,105,0.625,0.703,https://basketball.realgm.com/player/Vladimir-Mihailovic/Summary/28041,2,2.2,2.7,0.813,1.8,2.8,0.2,0.5,,,,,,,104.7,,,,,,0,7.2,3.3,27,2.9,1.6,,,,,3.3,0.6,2011,76,,,,,,,,,,190
Zygimantas Janavicius,(INTL) EUROCUP,SIA,4.6,,,,162,0.369565217,0.316,,,,,,,,0.41025641,,,,,,,,,,,,75,,,,6,162,27,8,1,2.5,3.5,3.7,,1.233333333,1,0,21.9,85.9,0.404,0.444,https://basketball.realgm.com/player/Zygimantas-Janavicius/Summary/2418,2.7,1.7,2.7,0.625,1.7,4.6,1,3.2,,,,,,,120.6,,,,,,5.1,12.9,25.8,25,0,2.1,,,,,7.8,0.34,2011,75,,,,,,,,,,176
Antoine Diot,(INTL) EUROCUP,LEM,3.7,,,,288,0.432432432,0.333,,,,,,,,0.471428571,,,,,,,,,,,,76,,,,12,288,24,7.4,0.7,2.6,3.3,3.4,,1.47826087,1.5,0.2,20.4,95,0.458,0.489,https://basketball.realgm.com/player/Antoine-Diot/Summary/9266,2.7,1,1.3,0.75,1.6,3.7,1.1,3.3,,,,,,,102.3,,,,,,3.6,14.2,26,23.5,0.9,3.5,,,,,7,0.381,2010,76,,,,,,,,,,188
Arturs Berzins,(INTL) EUROCUP,VEN,3.5,,,,129,0.428571429,0.167,,,,,,,,0.363636364,,,,,,,,,,,,81,,,,6,129,21.5,4.5,1.2,1.5,2.7,0.5,,0.625,0,0,15.7,78.3,0.364,0.379,https://basketball.realgm.com/player/Arturs-Berzins/Summary/28074,1.8,0.5,1,0.5,1.5,3.5,0.3,2,,,,,,,122.3,,,,,,6.9,10.9,6,12.3,0,0,,,,,5.5,0.333,2010,81,,,,,,,,,,212
Boban Marjanovic,(INTL) EUROCUP,SWIS,5.7,,,,113.4,0.614035088,0,,,,,,,,0,,,,,,,,,,,,88,,,,6,113.4,18.9,9,1.2,4.2,5.3,1.2,,0.6,0.3,1,23,108.2,0.618,0.651,https://basketball.realgm.com/player/Boban-Marjanovic/Summary/2413,3.5,2,2.8,0.706,3.5,5.7,0,0,,,,,,,109.3,,,,,,8.4,32.7,12.2,22.4,6.8,1,,,,,5.7,0.618,2010,88,,,,,,,,,,290
Brandon Brown,(INTL) EUROCUP,SIA,4.5,,,,103.2,0.488888889,0.333,,,,,,,,0.181818182,,,,,,,,,,,,79,,,,6,103.2,17.2,6.2,2.2,3.5,5.7,1,,0.555555556,0.7,0.2,23,95,0.485,0.489,https://basketball.realgm.com/player/Brandon-Brown/Summary/40710,2.5,0.8,1.8,0.455,2.2,4.5,0.3,1,,,,,,,123,,,,,,16.6,29.5,10.1,22.5,1.1,2.1,,,,,5.5,0.455,2010,79,,,,,,,,,,220
Dairis Bertans,(INTL) EUROCUP,VEN,6.4,,,,175.2,0.390625,0.15,,,,,,,,0.340206186,,,,,,,,,,,,76,,,,6,175.2,29.2,8.5,0.5,1.7,2.2,1.5,,0.833333333,0.5,0,21.7,76.6,0.336,0.389,https://basketball.realgm.com/player/Dairis-Bertans/Summary/26072,3,2,2.8,0.706,2.5,6.4,0.5,3.3,,,,,,,120.6,,,,,,2.2,8.9,13.8,14.4,0,1,,,,,9.7,0.31,2010,76,,,,,,,,,,190
Deividad Gailius,(INTL) EUROCUP,SIA,3.8,,,,131.5,0.421052632,0.263,,,,,,,,0.5,,,,,,,,,,,,78,,,,5,131.5,26.3,9.4,0.8,3.8,4.6,1.2,,0.461538462,1,0,22.5,89.7,0.408,0.493,https://basketball.realgm.com/player/Deividad-Gailius/Summary/24949,2.6,3.2,4.4,0.727,1.6,3.8,1,3.8,,,,,,,123.1,,,,,,3.9,20.4,7.4,21.4,0,2.1,,,,,7.6,0.342,2010,78,,,,,,,,,,207
Dmitriy Khvostov,(INTL) EUROCUP,DYN,2.3,,,,154.2,0.608695652,0.333,,,,,,,,0.520833333,,,,,,,,,,,,75,,,,6,154.2,25.7,5.8,0.5,0.8,1.3,2.7,,1.227272727,0.5,0,14.4,93.7,0.534,0.553,https://basketball.realgm.com/player/Dmitriy-Khvostov/Summary/24073,2.2,0.7,1,0.667,1.4,2.3,0.8,2.5,,,,,,,119.6,,,,,,2.6,3.9,18,29.1,0,1.1,,,,,4.8,0.448,2010,75,,,,,,,,,,172
Donatas Motiejunas,(INTL) EUROCUP,TREV,4.7,,,,236.4,0.531914894,0.714,,,,,,,,0.113207547,,,,,,,,,,,,84,,,,12,236.4,19.7,7.6,1.5,1.8,3.3,0.6,,0.666666667,1.2,0.1,19.2,112.1,0.586,0.57,https://basketball.realgm.com/player/Donatas-Motiejunas/Summary/2314,2.9,1.3,3,0.444,2.5,4.7,0.4,0.6,,,,,,,107.8,,,,,,10.2,13.2,5.3,12.1,0.5,3.4,,,,20,5.3,0.547,2010,84,,,,,,,,,,222
Elmedin Kikanovic,(INTL) EUROCUP,ZVE,5.8,,,,183.6,0.568965517,0.25,,,,,,,,0.049180328,,,,,,,,,,,,82,,,,12,183.6,15.3,8.5,1.3,1.1,2.4,0.3,,0.25,0.6,0.1,25.7,117.5,0.568,0.617,https://basketball.realgm.com/player/Elmedin-Kikanovic/Summary/10160,3.4,1.6,1.8,0.864,3.3,5.8,0.1,0.3,,,,,,,107.3,,,,,,11.3,9.5,3.3,14.5,0.5,2.2,,,,,6.1,0.562,2010,82,,,,,,,,,,240
Kerem Ozkan,(INTL) EUROCUP,BES,1.9,,,,102,0.578947368,0.125,,,,,,,,0.40625,,,,,,,,,,,,79,,,,6,102,17,3.7,1,1.5,2.5,0.7,,1,0.2,0.2,12.3,101.1,0.447,0.479,https://basketball.realgm.com/player/Kerem-Ozkan/Summary/29169,1.3,0.8,1.5,0.556,1.1,1.9,0.2,1.3,,,,,,,125.8,,,,,,7.2,11.5,6.3,14.8,1,0.5,,,,,3.2,0.421,2010,79,,,,,,,,,,205
