_id,key,conf,team,year,style,posFreqs,doc_count,posClass,code,posConfidences,adj_rtg_margin_rank,def_adj_rtg_rank,off_adj_rtg_rank,adj_prod_margin_rank,def_adj_prod_rank,off_adj_prod_rank,adj_rapm_margin_rank,def_adj_rapm_rank,off_adj_rapm_rank,adj_rapm_prod_margin_rank,def_adj_rapm_prod_rank,off_adj_rapm_prod_rank,shotInfo.total_freq,shotInfo.info,total_off_2p_attempts.value,total_off_3p_attempts.value,total_off_2prim_attempts.value,total_off_2pmid_attempts.value,off_adj_opp.value,off_poss.value,def_adj_opp.value,duration_mins.value,off_2p.value,off_2p_ast.value,off_3p.value,off_3p_ast.value,off_2prim.value,off_2prim_ast.value,off_2pmid.value,off_2pmid_ast.value,off_ft.value,off_ftr.value,off_2primr.value,off_2pmidr.value,off_3pr.value,off_scramble_2p.value,off_scramble_2p_ast.value,off_scramble_3p.value,off_scramble_3p_ast.value,off_scramble_2prim.value,off_scramble_2prim_ast.value,off_scramble_2pmid.value,off_scramble_2pmid_ast.value,off_scramble_ft.value,off_scramble_ftr.value,off_scramble_2primr.value,off_scramble_2pmidr.value,off_scramble_3pr.value,off_scramble_assist.value,off_trans_2p.value,off_trans_2p_ast.value,off_trans_3p.value,off_trans_3p_ast.value,off_trans_2prim.value,off_trans_2prim_ast.value,off_trans_2pmid.value,off_trans_2pmid_ast.value,off_trans_ft.value,off_trans_ftr.value,off_trans_2primr.value,off_trans_2pmidr.value,off_trans_3pr.value,off_trans_assist.value,off_ast_rim.value,off_ast_mid.value,off_ast_3p.value,off_efg.value,off_scramble_efg.value,off_trans_efg.value,off_team_poss.value,off_assist.value,off_to.value,off_orb.value,off_usage.value,def_team_poss.value,def_orb.value,def_ftr.value,def_to.value,def_2prim.value,off_team_poss_pct.value,def_team_poss_pct.value,off_rtg.value,off_adj_rtg.value,off_adj_prod.value,def_rtg.value,def_rtg.old_value,def_rtg.override,def_rtg.extraInfo,def_adj_rtg.value,def_adj_rtg.old_value,def_adj_rtg.override,def_adj_rtg.extraInfo,def_adj_prod.value,def_adj_prod.old_value,def_adj_prod.override,def_adj_prod.extraInfo,roster.ncaa_id,roster.number,roster.height,roster.year_class,roster.pos,roster.origin,off_adj_rapm.value,off_adj_rapm.old_value,def_adj_rapm.value,def_adj_rapm.override,def_adj_rapm.old_value,def_adj_rapm.extraInfo,off_adj_rapm_prod.value,def_adj_rapm_prod.value,def_adj_rapm_prod.old_value,def_adj_rapm_prod.override,def_adj_rapm_prod.extraInfo,tier,gender
4592739_Men_2022_all,"Davis, Javian",Conference USA,UAB,2022,"[[2, 0, 0.001, 0], [3, 0, 0.0001, 0], [5, 1.0417, 0.0857, 0.0192], [7, 0.863, 0.0027, 0], [8, 1.3643, 0.2456, 0.0549], [9, 0.8122, 0.382, 0.0854], [10, 0.8933, 0.0871, 0.0195], [11, 0, 0.0028, 0], [12, 0.877, 0.0185, 0.0041], [13, 1.2963, 0.1174, 0.0262], [14, 1.0794, 0.0571, 0.0128]]","[0, 0, 0, 0.0039, 0.9961]",383,C,JaDavis,"[0, 0.0001, 0.0127, 0.0118, 0.9754]",62,37,152,193,162,253,260,265,337,333,343,381,122.0,"[[0, 85, 112], [1, 13, 10], [2, 21, 16], [3, 1, 0], [4, 1, 0], [5, 1, 0]]",141,1,96,45,106.1613,211.325,103.3384,570.9583,0.5603,0,0.0,0.0,0.6979,0.6866,0.2667,0.3333,0.6667,0.7817,0.6761,0.3169,0.007,0.5625,0,0.0,0.0,0.5333,0.25,1.0,0.0,0.7917,1.5,0.9375,0.0625,0.0,0.1111,0.4444,0,0.0,0.0,0.5714,1.0,0.0,0.0,0.7,1.1111,0.7778,0.2222,0.0,0.5,0.6,0.16,0.24,0.5563,0.5625,0.4444,1028,0.0817,0.1514,0.1084,0.1922,1022,0.1717,0.0582,0.0088,0.0168,0.3768,0.3744,116.6775,2.4689,0.9303,94.0413,99.6656,Luck adjusted,PREPROCESSING_WARNING,-2.3929,-1.2825,Luck adjusted,PREPROCESSING_WARNING,-0.8958,-0.4801,Luck adjusted,PREPROCESSING_WARNING,4592739,0,6-9,Jr,F,"Canton, MS",0.7326,0.7326,-1.1193,Adjusted from Def 3P%,-1.0463,PREPROCESSING_WARNING,0.2729,-0.419,-0.3917,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4703400_Men_2022_all,"Williams, Marcus",West Coast Conference,San Francisco,2022,"[[0, 0.7432, 0.2379, 0.0652], [1, 1.0329, 0.1687, 0.0462], [2, 1.1537, 0.0944, 0.0259], [3, 1.0868, 0.0825, 0.0226], [4, 0.5419, 0.0482, 0.0132], [5, 1.0094, 0.0543, 0.0149], [6, 1.2002, 0.0274, 0.0075], [7, 1.056, 0.1435, 0.0393], [9, 0.8561, 0.0025, 0], [13, 1.0033, 0.0319, 0.0087], [14, 1.1799, 0.1086, 0.0297]]","[1, 0, 0, 0, 0]",574,CG,MaWilliams,"[0.4025, 0.5611, 0.0343, 0.0021, 0]",492,463,517,488,413,525,261,341,291,245,293,270,219.0,"[[0, 69, 70], [1, 12, 8], [2, 14, 14], [3, 13, 6], [4, 33, 42], [5, 26, 39], [6, 19, 24], [7, 10, 15], [8, 17, 4], [9, 6, 0]]",118,101,82,36,107.9954,256.6762,104.0183,842.6933,0.4068,0,0.4158,0.6429,0.5,0.2195,0.1944,0.1429,0.75,0.2009,0.3744,0.1644,0.4612,0.3333,0,0.4,1.0,0.0,0.0,1.0,1.0,0.5,0.25,0.25,0.125,0.625,2.0,0.4286,0,0.5294,0.8889,0.4737,0.4444,0.0,0.0,0.8333,0.1579,0.5,0.0526,0.4474,0.4444,0.4889,0.0556,0.4556,0.5068,0.5,0.5921,1476,0.1931,0.2182,0.0196,0.1808,1477,0.1262,0.0355,0.0169,0.0039,0.6431,0.6402,105.0789,-0.3653,-0.2349,105.1636,105.1111,Luck adjusted,PREPROCESSING_WARNING,-0.5496,-0.5598,Luck adjusted,PREPROCESSING_WARNING,-0.3519,-0.3584,Luck adjusted,PREPROCESSING_WARNING,4703400,55,6-2,Jr,G,"Dickinson, TX",1.0144,1.0144,-0.8341,Adjusted from Def 3P%,-0.9751,PREPROCESSING_WARNING,0.6513,-0.534,-0.6243,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4593126_Men_2022_all,"Thomas, Tyler",Colonial Athletic Association,Hofstra,2022,"[[0, 1.0625, 0.2464, 0.0667], [1, 0.9751, 0.0728, 0.0197], [2, 1.1345, 0.2286, 0.0619], [3, 1.0283, 0.0504, 0.0136], [4, 1.0533, 0.1215, 0.0329], [5, 1.0771, 0.0254, 0.0069], [6, 1.4237, 0.0291, 0.0079], [7, 1.119, 0.0223, 0.006], [9, 0.8708, 0.0029, 0.0008], [13, 1.3011, 0.0465, 0.0126], [14, 1.2091, 0.1543, 0.0417]]","[0, 0.1731, 0.8206, 0.0063, 0]",356,WG,TyThomas,"[0.0512, 0.7011, 0.2233, 0.0245, 0]",135,345,131,81,217,79,262,590,156,189,606,111,440.0,"[[0, 59, 82], [1, 16, 22], [2, 11, 10], [3, 21, 30], [4, 79, 81], [5, 35, 38], [6, 57, 81], [7, 21, 24], [8, 24, 22], [9, 96, 112], [10, 21, 18]]",234,217,62,172,103.1815,449.9583,104.9589,1146.6567,0.5812,0,0.4009,0.8621,0.6774,0.381,0.5465,0.1064,0.7778,0.0798,0.1375,0.3814,0.4812,0.4444,0,0.5333,0.875,0.0,0.0,0.4444,0.25,0.5,0.1667,0.0,0.375,0.625,0.1667,0.6296,0,0.3922,0.95,0.5714,0.75,0.6923,0.1111,0.8571,0.0897,0.1795,0.1667,0.6538,0.2703,0.4884,0.0698,0.4419,0.5909,0.6667,0.6026,1918,0.0733,0.0845,0.0086,0.2213,1922,0.113,0.0215,0.014,0.0127,0.831,0.831,115.7608,2.6899,2.2354,98.8173,101.4002,Luck adjusted,PREPROCESSING_WARNING,-0.8865,-0.3618,Luck adjusted,PREPROCESSING_WARNING,-0.7367,-0.3007,Luck adjusted,PREPROCESSING_WARNING,4593126,23,6-3,Sr,G,"New Haven, CT",1.9325,1.9325,0.0872,Adjusted from Def 3P%,-0.15,PREPROCESSING_WARNING,1.668,0.0725,-0.1247,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4897668_Men_2022_all,"George, AJ",Big West Conference,Long Beach St.,2022,"[[0, 0.9146, 0.12, 0.0216], [1, 0.9285, 0.0464, 0.0083], [2, 1.2096, 0.0777, 0.014], [3, 1.203, 0.0081, 0.0015], [4, 0.8864, 0.0816, 0.0147], [5, 1.0182, 0.0314, 0.0056], [6, 1.0052, 0.1539, 0.0277], [7, 1.0238, 0.0414, 0.0074], [8, 1.0371, 0.0337, 0.006], [9, 0.8513, 0.0617, 0.0111], [10, 0.8648, 0.0177, 0.0032], [11, 1.2752, 0.0093, 0.0017], [12, 0.9316, 0.0211, 0.0038], [13, 1.5397, 0.1019, 0.0183], [14, 1.1794, 0.1939, 0.0349]]","[0.0021, 0.1837, 0.764, 0.0503, 0]",494,WF,AjGeorge,"[0.0331, 0.5354, 0.4032, 0.0258, 0.0026]",312,547,266,292,529,251,263,426,241,249,388,228,185.0,"[[0, 91, 110], [1, 26, 28], [2, 10, 12], [3, 9, 15], [4, 5, 6], [5, 8, 9], [6, 5, 6], [7, 12, 12], [8, 14, 16], [9, 5, 4]]",158,27,106,52,103.4094,219.1579,103.0859,822.985,0.5759,0,0.4444,0.9167,0.6132,0.7231,0.5,0.5,0.6842,0.4108,0.573,0.2811,0.1459,0.9,0,0.0,0.0,0.9333,0.3571,0.8,0.5,0.6923,0.5909,0.6818,0.2273,0.0909,0.1111,0.5385,0,0.6667,1.0,0.5714,0.75,0.25,1.0,0.6538,0.619,0.8333,0.0952,0.0714,0.2609,0.5161,0.2258,0.2581,0.5892,0.8182,0.5714,1432,0.0674,0.1415,0.045,0.143,1482,0.0812,0.0203,0.0148,0.0192,0.6311,0.6477,119.0435,1.505,0.9498,101.9593,104.4228,Luck adjusted,PREPROCESSING_WARNING,-0.2939,0.2054,Luck adjusted,PREPROCESSING_WARNING,-0.1904,0.1331,Luck adjusted,PREPROCESSING_WARNING,4897668,10,6-6,Fr,F,"Fresno, CA",1.3064,1.3064,-0.5275,Adjusted from Def 3P%,-0.3861,PREPROCESSING_WARNING,0.8292,-0.3417,-0.2501,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4684809_Men_2022_all,"Johnson, Darius",American Athletic Conference,UCF,2022,"[[0, 0.7102, 0.227, 0.0767], [1, 1.026, 0.185, 0.0625], [2, 0.75, 0.1315, 0.0444], [3, 0.6401, 0.0188, 0.0063], [4, 0.6445, 0.0547, 0.0185], [5, 0.9601, 0.0547, 0.0185], [6, 1.1425, 0.026, 0.0088], [7, 0.9738, 0.0973, 0.0329], [9, 0.6962, 0.0246, 0.0083], [13, 1.3389, 0.0479, 0.0162], [14, 1.0291, 0.1325, 0.0447]]","[1, 0, 0, 0, 0]",301,s-PG,DaJohnson,"[0.8649, 0.1347, 0.0004, 0, 0]",306,223,394,315,231,394,264,370,279,270,360,277,231.0,"[[0, 80, 86], [1, 5, 6], [2, 18, 16], [3, 36, 30], [4, 40, 27], [5, 25, 24], [6, 3, 3], [7, 5, 4], [8, 15, 8], [9, 4, 2]]",127,104,97,30,109.1035,267.8206,101.3519,773.0367,0.4803,0,0.2692,0.9286,0.5258,0.1569,0.3333,0.3,0.86,0.2165,0.4199,0.1299,0.4502,0.625,0,0.4286,1.0,0.625,0.0,0.0,0.0,1.0,0.1818,0.3636,0.0,0.6364,0.1818,0.6,0,0.1818,1.0,0.5833,0.2143,1.0,0.0,0.8824,0.3617,0.5106,0.0213,0.4681,1.6316,0.3585,0.1132,0.5283,0.4459,0.6364,0.4468,1245,0.2725,0.2278,0.0268,0.2275,1240,0.0928,0.0367,0.0444,0.0032,0.5461,0.5451,100.595,0.5532,0.3021,102.3666,97.8948,Luck adjusted,PREPROCESSING_WARNING,-1.2942,-2.1533,Luck adjusted,PREPROCESSING_WARNING,-0.7054,-1.1737,Luck adjusted,PREPROCESSING_WARNING,4684809,3,6-1,So,G,"Boyds, MD",1.0991,1.0991,-0.7264,Adjusted from Def 3P%,-1.1089,PREPROCESSING_WARNING,0.6057,-0.3959,-0.6044,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4431859_Men_2022_all,"Lowder, Drew",Horizon League,Cleveland St.,2022,"[[0, 0.9261, 0.1583, 0.0442], [1, 0.812, 0.0754, 0.021], [2, 0.9896, 0.1724, 0.0481], [3, 0.9313, 0.1128, 0.0315], [4, 0.9106, 0.1044, 0.0291], [5, 0.9766, 0.0697, 0.0195], [6, 0.4068, 0.0172, 0.0048], [7, 0.8366, 0.063, 0.0176], [9, 0.7529, 0.0117, 0.0033], [13, 0.5768, 0.0688, 0.0192], [14, 1.26, 0.1463, 0.0409]]","[0.9718, 0.0282, 0, 0, 0]",394,CG,DrLowder,"[0.3966, 0.58, 0.0225, 0.0009, 0]",498,617,448,499,610,448,265,407,258,264,386,254,270.0,"[[0, 26, 34], [1, 6, 4], [2, 18, 18], [3, 9, 12], [4, 31, 27], [5, 61, 53], [6, 37, 36], [7, 10, 15], [8, 7, 8], [9, 49, 52], [10, 16, 14]]",130,149,32,98,102.2913,267.2631,108.2972,759.4583,0.5231,0,0.3221,0.6458,0.5938,0.0,0.5,0.1429,0.7586,0.1039,0.1147,0.3513,0.5341,0.6,0,0.0556,1.0,1.0,0.0,0.5556,0.0,1.0,0.0357,0.0357,0.3214,0.6429,0.2857,0.7083,0,0.4286,0.7778,0.7222,0.0,0.6667,0.25,0.5,0.2667,0.4,0.1333,0.4667,0.6538,0.6379,0.1207,0.2414,0.5018,0.2679,0.6778,1277,0.1355,0.1609,0.0183,0.2136,1236,0.0772,0.0374,0.0235,0.0,0.5789,0.5595,106.9953,0.077,0.0446,101.9257,102.0453,Luck adjusted,PREPROCESSING_WARNING,-0.0749,-0.0504,Luck adjusted,PREPROCESSING_WARNING,-0.0419,-0.0282,Luck adjusted,PREPROCESSING_WARNING,4431859,55,6-1,Jr,G,"Jackson, MI",1.2068,1.2068,-0.6157,Adjusted from Def 3P%,-0.7378,PREPROCESSING_WARNING,0.7186,-0.3445,-0.4128,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4898010_Men_2022_all,"Sellers, Jaylin",Mid American Conference,Ball St.,2022,"[[0, 0.9237, 0.2935, 0.0714], [1, 1.0582, 0.0776, 0.0189], [2, 1.3477, 0.192, 0.0467], [3, 1.2672, 0.022, 0.0053], [4, 0.829, 0.076, 0.0185], [5, 1.1092, 0.0101, 0.0025], [6, 1.2576, 0.0613, 0.0149], [7, 1.0113, 0.0282, 0.0069], [13, 1.1723, 0.0495, 0.012], [14, 1.1359, 0.19, 0.0462]]","[0, 0.0282, 0.7308, 0.241, 0]",509,WG,JaSellers,"[0.0375, 0.5143, 0.4005, 0.0476, 0.0001]",351,655,261,304,675,222,266,443,235,215,383,198,284.0,"[[0, 73, 94], [1, 30, 22], [2, 9, 12], [3, 16, 30], [4, 28, 33], [5, 15, 15], [6, 36, 51], [7, 21, 24], [8, 17, 12], [9, 33, 28], [10, 6, 4]]",169,115,89,80,105.018,330.5962,108.2443,898.1883,0.5089,0,0.4435,0.9216,0.6067,0.3333,0.4,0.1563,0.7624,0.3556,0.3134,0.2817,0.4049,0.4545,0,0.6,1.0,0.4286,0.0,0.5,0.5,0.5714,0.4375,0.4375,0.25,0.3125,0.125,0.6364,0,0.2917,1.0,0.76,0.3684,0.25,0.5,0.68,0.4386,0.4386,0.1404,0.4211,0.1429,0.3846,0.0385,0.5769,0.5722,0.5938,0.5526,1523,0.0586,0.1482,0.037,0.2086,1527,0.0907,0.0344,0.0138,0.0182,0.7488,0.7507,115.2363,1.5614,1.1691,105.6162,107.3355,Luck adjusted,PREPROCESSING_WARNING,0.1194,0.4625,Luck adjusted,PREPROCESSING_WARNING,0.0896,0.3472,Luck adjusted,PREPROCESSING_WARNING,4898010,12,6-4,So,G,"Columbus, GA",1.3492,1.3492,-0.4644,Adjusted from Def 3P%,0.0214,PREPROCESSING_WARNING,1.0135,-0.3486,0.016,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4280279_Men_2022_all,"Sule, Alonzo",Sun Belt Conference,James Madison,2022,"[[0, 0.8847, 0.0536, 0.012], [1, 1.0047, 0.0151, 0.0034], [2, 0.2414, 0.0311, 0.007], [4, 1.2102, 0.0171, 0.0038], [5, 1.0798, 0.0361, 0.0081], [6, 1.0658, 0.026, 0.0058], [7, 1.117, 0.0014, 0], [8, 1.1033, 0.1053, 0.0236], [9, 0.9514, 0.2775, 0.0621], [10, 1.0047, 0.0604, 0.0135], [11, 0.3777, 0.0746, 0.0167], [12, 0.8567, 0.009, 0.002], [13, 1.2277, 0.2057, 0.046], [14, 1.0811, 0.0869, 0.0195]]","[0, 0, 0, 0, 1]",227,PF/C,AlSule,"[0, 0.0005, 0.0639, 0.3031, 0.6325]",164,229,212,326,400,322,267,395,267,391,468,365,111.0,"[[0, 49, 46], [1, 15, 18], [2, 12, 12], [3, 4, 3], [4, 11, 6], [5, 5, 3], [6, 2, 2], [7, 11, 16], [8, 2, 4]]",92,18,67,25,102.8394,125.7893,105.7006,358.76,0.5435,0,0.1111,1.0,0.5522,0.3514,0.52,0.5385,0.7255,0.4636,0.6091,0.2273,0.1636,0.5417,0,0.0,0.0,0.6,0.0,0.25,0.0,0.7895,0.7917,0.8333,0.1667,0.0,0.1538,0.625,0,0.0,0.0,0.7143,0.6,0.0,0.0,0.5,0.8889,0.7778,0.1111,0.1111,0.6,0.4615,0.0,0.5385,0.4818,0.5417,0.5556,652,0.065,0.1351,0.1307,0.2073,635,0.159,0.0375,0.0126,0.0545,0.3013,0.2929,114.4929,1.9251,0.58,96.5923,94.3755,Luck adjusted,PREPROCESSING_WARNING,-1.2732,-1.725,Luck adjusted,PREPROCESSING_WARNING,-0.3729,-0.5053,Luck adjusted,PREPROCESSING_WARNING,4280279,25,6-7,Sr,F,"Houston, TX",1.1655,1.1655,-0.6455,Adjusted from Def 3P%,-0.8754,PREPROCESSING_WARNING,0.3158,-0.1891,-0.2564,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4431719_Men_2022_all,"Battle, Khalif",American Athletic Conference,Temple,2022,"[[0, 0.8309, 0.2113, 0.0732], [1, 0.9488, 0.0589, 0.0204], [2, 1.0049, 0.2924, 0.1013], [3, 0.9233, 0.0613, 0.0212], [4, 0.7131, 0.0644, 0.0223], [5, 0.938, 0.0335, 0.0116], [6, 1.2568, 0.0319, 0.0111], [7, 1.0415, 0.0452, 0.0157], [9, 0.6686, 0.0127, 0.0044], [13, 1.1031, 0.0358, 0.0124], [14, 1.3363, 0.1527, 0.0529]]","[0.0227, 0.9773, 0, 0, 0]",565,CG,KhBattle,"[0.1493, 0.7568, 0.0854, 0.0085, 0]",53,91,89,60,68,88,268,549,187,236,545,179,378.0,"[[0, 84, 100], [1, 11, 4], [2, 16, 14], [3, 20, 21], [4, 57, 60], [5, 57, 45], [6, 65, 78], [7, 22, 27], [8, 18, 18], [9, 16, 8], [10, 12, 12]]",158,220,101,57,106.4154,423.7524,100.9794,870.1517,0.4937,0,0.35,0.8312,0.5446,0.2727,0.4035,0.5217,0.8909,0.291,0.2672,0.1508,0.582,0.4444,0,0.375,1.0,0.375,0.0,1.0,0.0,0.8333,0.3529,0.4706,0.0588,0.4706,0.5714,0.7027,0,0.2963,0.75,0.697,0.3913,0.75,0.6667,0.9474,0.5938,0.5156,0.0625,0.4219,0.2059,0.5102,0.1429,0.3469,0.5119,0.5,0.5938,1454,0.142,0.1463,0.0109,0.2762,1459,0.1114,0.0254,0.0178,0.0035,0.6735,0.6745,106.7324,3.1705,2.1352,96.8375,104.8665,Luck adjusted,PREPROCESSING_WARNING,-1.8865,-0.3051,Luck adjusted,PREPROCESSING_WARNING,-1.2725,-0.2058,Luck adjusted,PREPROCESSING_WARNING,4431719,0,6-5,So,G,"Hillside, NJ",1.7275,1.7275,-0.0727,Adjusted from Def 3P%,0.3497,PREPROCESSING_WARNING,1.1774,-0.049,0.2359,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4593712_Men_2022_all,"Evee, Travis",Conference USA,Rice,2022,"[[0, 0.9171, 0.2483, 0.0787], [1, 1.0131, 0.1401, 0.0444], [2, 0.9441, 0.2024, 0.0642], [3, 0.84, 0.0687, 0.0218], [4, 0.6907, 0.069, 0.0219], [5, 1.1503, 0.0266, 0.0084], [6, 1.2901, 0.0502, 0.0159], [7, 1.276, 0.0378, 0.012], [9, 0.7235, 0.005, 0.0016], [13, 0.7692, 0.0308, 0.0098], [14, 1.3199, 0.121, 0.0384]]","[0.9714, 0.0286, 0, 0, 0]",441,CG,TrEvee,"[0.4355, 0.554, 0.0104, 0.0002, 0]",290,475,269,224,371,207,269,604,158,197,621,121,368.0,"[[0, 78, 102], [1, 25, 14], [2, 20, 14], [3, 15, 15], [4, 46, 57], [5, 62, 57], [6, 60, 63], [7, 13, 3], [8, 11, 8], [9, 29, 22], [10, 9, 8]]",192,208,98,94,106.0982,470.281,103.7179,1103.3183,0.4948,0,0.3269,0.7647,0.6122,0.3,0.3723,0.0571,0.8134,0.335,0.245,0.235,0.52,0.0,0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.5333,0.2667,0.0667,0.6667,1.5,0.6875,0,0.3929,0.7273,0.72,0.2222,0.5714,0.0,0.8148,0.45,0.4167,0.1167,0.4667,0.5152,0.4167,0.0833,0.5,0.4925,0.2,0.6417,1896,0.1505,0.1403,0.0099,0.2423,1899,0.0586,0.0291,0.0184,0.0029,0.8397,0.8388,105.8231,1.4951,1.2554,103.6144,112.9724,Luck adjusted,PREPROCESSING_WARNING,-0.4907,1.358,Luck adjusted,PREPROCESSING_WARNING,-0.4116,1.1391,Luck adjusted,PREPROCESSING_WARNING,4593712,3,6-1,Jr,G,"Randolph, MA",1.9259,1.9259,0.1298,Adjusted from Def 3P%,0.6553,PREPROCESSING_WARNING,1.6194,0.1089,0.5497,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4593436_Men_2022_all,"Santiago, Giovanni",Mid American Conference,Kent St.,2022,"[[0, 0.9499, 0.1383, 0.0268], [1, 0.923, 0.1557, 0.0302], [2, 1.1046, 0.2241, 0.0434], [3, 1.0277, 0.0525, 0.0102], [4, 0.8324, 0.0955, 0.0185], [5, 0.9883, 0.0289, 0.0056], [6, 1.181, 0.0152, 0.003], [7, 1.0309, 0.1241, 0.0241], [9, 0.6658, 0.0021, 0], [13, 1.4525, 0.0403, 0.0078], [14, 1.242, 0.1232, 0.0239]]","[0.1151, 0.8849, 0, 0, 0]",343,CG,GiSantiago,"[0.4359, 0.5547, 0.0092, 0.0002, 0]",287,45,503,340,129,491,270,46,615,315,121,597,122.0,"[[0, 9, 8], [1, 4, 4], [2, 3, 0], [3, 12, 9], [4, 21, 27], [5, 6, 6], [6, 27, 33], [7, 11, 15], [8, 6, 6], [9, 15, 12], [10, 8, 10]]",46,74,13,33,105.4838,128.6758,106.5765,566.26,0.4348,0,0.4054,0.8333,0.3846,0.2,0.4545,0.4667,0.9286,0.2333,0.1083,0.275,0.6167,1.0,0,0.5,0.6667,0.0,0.0,1.0,0.0,0.5,0.2857,0.0,0.1429,0.8571,0.0,0.5,0,0.4286,1.0,0.5,0.5,0.5,0.0,1.0,0.25,0.2,0.1,0.7,0.7778,0.3529,0.0588,0.5882,0.5417,0.7857,0.6,973,0.109,0.1477,0.0019,0.1303,978,0.0669,0.0236,0.0204,0.009,0.4298,0.4322,115.5646,-0.2897,-0.1245,93.9218,95.7854,Luck adjusted,PREPROCESSING_WARNING,-2.2974,-1.9271,Luck adjusted,PREPROCESSING_WARNING,-0.9929,-0.8328,Luck adjusted,PREPROCESSING_WARNING,4593436,11,6-1,Sr,G,"Bayamon, Puerto Rico",-0.7544,-0.7544,-2.548,Adjusted from Def 3P%,-2.677,PREPROCESSING_WARNING,-0.3217,-1.1012,-1.1569,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4396579_Men_2022_all,"Martinez, Jayden",Conference USA,North Texas,2022,"[[0, 0.6463, 0.0677, 0.0149], [1, 0.9194, 0.0407, 0.009], [2, 0.918, 0.1457, 0.0321], [3, 0.828, 0.0184, 0.004], [4, 0.5659, 0.0385, 0.0085], [5, 1.1478, 0.0231, 0.0051], [6, 0.9278, 0.031, 0.0068], [7, 1.2936, 0.0019, 0], [8, 0.9659, 0.0428, 0.0094], [9, 0.601, 0.1502, 0.0331], [10, 0.8968, 0.0678, 0.0149], [11, 0.9567, 0.2097, 0.0462], [12, 0.75, 0.0099, 0.0022], [13, 0.678, 0.0673, 0.0148], [14, 1.0089, 0.0854, 0.0188]]","[0, 0, 0, 0.3486, 0.6514]",391,S-PF,JaMartinez,"[0.0002, 0.0147, 0.3108, 0.6741, 0.0003]",515,39,736,520,190,682,271,52,601,356,183,567,140.0,"[[0, 28, 22], [1, 17, 14], [2, 9, 2], [3, 6, 9], [4, 26, 33], [5, 25, 18], [6, 21, 15], [7, 2, 3], [8, 2, 0], [9, 4, 4]]",61,79,31,30,105.7409,141.2417,102.6328,510.9533,0.3443,0,0.3291,0.9615,0.4516,0.6429,0.2333,0.4286,0.5806,0.2214,0.2214,0.2143,0.5643,0.2857,0,0.0,0.0,0.3333,0.5,0.0,0.0,0.4444,1.125,0.75,0.125,0.125,1.5,0.5,0,0.3333,1.0,0.6667,1.0,0.0,0.0,0.5,0.4615,0.2308,0.0769,0.6923,0.0,0.3077,0.0769,0.6154,0.4286,0.25,0.5,763,0.058,0.1133,0.0732,0.18,751,0.1782,0.0485,0.016,0.0212,0.3526,0.3483,94.1344,-2.3482,-0.8279,93.8027,89.4294,Luck adjusted,PREPROCESSING_WARNING,-2.3664,-3.2333,Luck adjusted,PREPROCESSING_WARNING,-0.8243,-1.1262,Luck adjusted,PREPROCESSING_WARNING,4396579,24,6-7,Sr,F,"Cibolo, TX",-0.7061,-0.7061,-2.4852,Adjusted from Def 3P%,-2.8034,PREPROCESSING_WARNING,-0.2535,-0.8657,-0.9765,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
