_id,key,conf,team,year,style,posFreqs,doc_count,posClass,code,posConfidences,adj_rtg_margin_rank,def_adj_rtg_rank,off_adj_rtg_rank,adj_prod_margin_rank,def_adj_prod_rank,off_adj_prod_rank,adj_rapm_margin_rank,def_adj_rapm_rank,off_adj_rapm_rank,adj_rapm_prod_margin_rank,def_adj_rapm_prod_rank,off_adj_rapm_prod_rank,shotInfo.total_freq,shotInfo.info,total_off_2p_attempts.value,total_off_3p_attempts.value,total_off_2prim_attempts.value,total_off_2pmid_attempts.value,off_adj_opp.value,off_poss.value,def_adj_opp.value,duration_mins.value,off_2p.value,off_2p_ast.value,off_3p.value,off_3p_ast.value,off_2prim.value,off_2prim_ast.value,off_2pmid.value,off_2pmid_ast.value,off_ft.value,off_ftr.value,off_2primr.value,off_2pmidr.value,off_3pr.value,off_scramble_2p.value,off_scramble_2p_ast.value,off_scramble_3p.value,off_scramble_3p_ast.value,off_scramble_2prim.value,off_scramble_2prim_ast.value,off_scramble_2pmid.value,off_scramble_2pmid_ast.value,off_scramble_ft.value,off_scramble_ftr.value,off_scramble_2primr.value,off_scramble_2pmidr.value,off_scramble_3pr.value,off_scramble_assist.value,off_trans_2p.value,off_trans_2p_ast.value,off_trans_3p.value,off_trans_3p_ast.value,off_trans_2prim.value,off_trans_2prim_ast.value,off_trans_2pmid.value,off_trans_2pmid_ast.value,off_trans_ft.value,off_trans_ftr.value,off_trans_2primr.value,off_trans_2pmidr.value,off_trans_3pr.value,off_trans_assist.value,off_ast_rim.value,off_ast_mid.value,off_ast_3p.value,off_efg.value,off_scramble_efg.value,off_trans_efg.value,off_team_poss.value,off_assist.value,off_to.value,off_orb.value,off_usage.value,def_team_poss.value,def_orb.value,def_ftr.value,def_to.value,def_2prim.value,off_team_poss_pct.value,def_team_poss_pct.value,off_rtg.value,off_adj_rtg.value,off_adj_prod.value,def_rtg.value,def_rtg.old_value,def_rtg.override,def_rtg.extraInfo,def_adj_rtg.value,def_adj_rtg.old_value,def_adj_rtg.override,def_adj_rtg.extraInfo,def_adj_prod.value,def_adj_prod.old_value,def_adj_prod.override,def_adj_prod.extraInfo,roster.ncaa_id,roster.number,roster.height,roster.year_class,roster.pos,roster.origin,off_adj_rapm.value,off_adj_rapm.old_value,def_adj_rapm.value,def_adj_rapm.override,def_adj_rapm.old_value,def_adj_rapm.extraInfo,off_adj_rapm_prod.value,def_adj_rapm_prod.value,def_adj_rapm_prod.old_value,def_adj_rapm_prod.override,def_adj_rapm_prod.extraInfo,tier,gender
4593830_Men_2022_all,"Hill, Isaiah",Mountain West Conference,Fresno St.,2022,"[[0, 0.8006, 0.2198, 0.0812], [1, 0.9101, 0.19, 0.0702], [2, 0.9001, 0.1172, 0.0433], [3, 0.7976, 0.0923, 0.0341], [4, 0.7949, 0.0823, 0.0304], [5, 1.0389, 0.0491, 0.0182], [6, 1.1366, 0.0348, 0.0129], [7, 1.0217, 0.0845, 0.0312], [9, 0.8423, 0.0082, 0.003], [13, 1.0959, 0.0179, 0.0066], [14, 1.1172, 0.1039, 0.0384]]","[1, 0, 0, 0, 0]",494,s-PG,IsHill,"[0.8355, 0.1634, 0.0011, 0, 0]",331,493,311,273,415,259,248,479,204,200,448,171,319.0,"[[0, 57, 68], [1, 25, 20], [2, 29, 16], [3, 12, 12], [4, 55, 44], [5, 48, 39], [6, 25, 33], [7, 2, 3], [8, 10, 10], [9, 45, 38], [10, 11, 8]]",180,139,83,97,109.0087,360.0833,102.7848,924.5833,0.45,0,0.3094,0.5814,0.506,0.2857,0.4021,0.2051,0.8116,0.2163,0.2602,0.3041,0.4357,0.4,0,0.4,0.5,0.0,0.0,0.5,1.0,1.0,0.2,0.1,0.4,0.5,1.0,0.5161,0,0.375,0.6667,0.56,0.2857,0.3333,0.0,0.7222,0.383,0.5319,0.1277,0.3404,1.0909,0.5,0.0804,0.4196,0.4561,0.5,0.5319,1453,0.2673,0.1583,0.023,0.2566,1456,0.069,0.0274,0.0192,0.0053,0.7684,0.772,101.4065,1.1612,0.8922,106.6491,108.5809,Luck adjusted,PREPROCESSING_WARNING,-0.4537,-0.0823,Luck adjusted,PREPROCESSING_WARNING,-0.3503,-0.0635,Luck adjusted,PREPROCESSING_WARNING,4593830,3,6-0,Sr,G,"Bakersfield, CA",1.62,1.62,-0.3129,Adjusted from Def 3P%,0.0247,PREPROCESSING_WARNING,1.2453,-0.2416,0.0191,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4703913_Men_2022_all,"Born, Bowen",Missouri Valley Conference,UNI,2022,"[[0, 0.9122, 0.2316, 0.0867], [1, 0.919, 0.1036, 0.0388], [2, 1.1001, 0.1386, 0.0519], [3, 1.0125, 0.1049, 0.0392], [4, 0.854, 0.0623, 0.0233], [5, 1.0627, 0.0635, 0.0238], [6, 1.1957, 0.0421, 0.0158], [7, 0.919, 0.0628, 0.0235], [9, 0.883, 0.0005, 0], [13, 1.0526, 0.031, 0.0116], [14, 1.1311, 0.1589, 0.0595]]","[0.9424, 0.0576, 0, 0, 0]",476,s-PG,BoBorn,"[0.5704, 0.4253, 0.0043, 0, 0]",153,326,155,97,206,105,249,389,248,187,286,191,422.0,"[[0, 56, 66], [1, 32, 34], [2, 27, 20], [3, 5, 6], [4, 50, 57], [5, 75, 69], [6, 71, 87], [7, 13, 15], [8, 13, 6], [9, 68, 46], [10, 12, 12]]",209,213,82,127,103.869,521.1236,105.4739,1045.4167,0.4402,0,0.3662,0.5385,0.5,0.2683,0.4016,0.0588,0.8395,0.3839,0.1943,0.3009,0.5047,0.3333,0,0.3333,0.6667,0.5,0.3333,0.0,0.0,1.0,0.4444,0.3333,0.1667,0.5,0.0,0.4324,0,0.3529,0.25,0.5294,0.0,0.35,0.0,0.8269,0.7324,0.2394,0.2817,0.4789,0.5714,0.5833,0.0119,0.4048,0.4953,0.4167,0.4789,1752,0.178,0.142,0.0058,0.2895,1752,0.0796,0.0196,0.016,0.0,0.8359,0.8363,106.546,2.4365,2.0366,99.234,106.6037,Luck adjusted,PREPROCESSING_WARNING,-0.9353,0.5518,Luck adjusted,PREPROCESSING_WARNING,-0.7822,0.4615,Luck adjusted,PREPROCESSING_WARNING,4703913,13,5-11,So,G,"Norwalk, IA",1.2545,1.2545,-0.6685,Adjusted from Def 3P%,0.0349,PREPROCESSING_WARNING,1.0475,-0.5591,0.0292,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
5106810_Men_2022_all,"Lovelace, Jr., John",Horizon League,Youngstown St.,2022,"[[0, 0.8089, 0.1801, 0.03], [1, 1.1011, 0.0758, 0.0126], [2, 0.8633, 0.2038, 0.0339], [3, 0, 0.0096, 0.0016], [4, 0.5765, 0.0739, 0.0123], [5, 1.1619, 0.0781, 0.013], [6, 1.3352, 0.0731, 0.0122], [7, 1.1708, 0.0273, 0.0045], [9, 0.585, 0.0035, 0], [13, 1.6336, 0.1557, 0.0259], [14, 1.2121, 0.1191, 0.0198]]","[0, 0, 0.4164, 0.569, 0.0146]",263,WG,JoLovelace,"[0.0039, 0.0994, 0.6019, 0.2915, 0.0034]",349,457,344,414,520,393,250,505,193,343,521,289,74.0,"[[0, 34, 52], [1, 4, 2], [2, 6, 2], [3, 3, 6], [4, 10, 6], [5, 4, 3], [6, 6, 0], [7, 2, 3], [8, 3, 4], [9, 2, 0]]",53,32,37,16,100.9378,99.8426,108.7317,441.1983,0.6038,0,0.3125,1.0,0.7838,0.4138,0.1875,0.3333,0.6667,0.4235,0.4353,0.1882,0.3765,0.7857,0,1.0,1.0,0.8462,0.0909,0.0,0.0,0.7857,0.9333,0.8667,0.0667,0.0667,0.25,0.875,0,0.25,1.0,0.875,0.7143,0.0,0.0,0.2857,0.5833,0.6667,0.0,0.3333,0.25,0.55,0.15,0.3,0.5529,0.8333,0.7083,754,0.068,0.1402,0.0806,0.1359,777,0.0872,0.0541,0.0142,0.0228,0.3403,0.3498,122.9527,0.8878,0.3021,98.205,103.7854,Luck adjusted,PREPROCESSING_WARNING,-0.5675,0.5913,Luck adjusted,PREPROCESSING_WARNING,-0.1985,0.2069,Luck adjusted,PREPROCESSING_WARNING,5106810,10,6-7,Fr,G,"Miluaukee, WI",1.6722,1.6722,-0.2485,Adjusted from Def 3P%,0.2713,PREPROCESSING_WARNING,0.5711,-0.087,0.0949,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4712255_Men_2022_all,"Folkes, Isaiah",Conference USA,Charlotte,2022,"[[0, 0.818, 0.2555, 0.0665], [1, 1.1089, 0.103, 0.0268], [2, 1.0152, 0.0846, 0.022], [3, 0.9199, 0.0117, 0.003], [4, 0.7626, 0.0723, 0.0188], [5, 1.0541, 0.0758, 0.0197], [6, 1.2723, 0.121, 0.0315], [7, 0.9826, 0.135, 0.0351], [9, 0.6326, 0.006, 0.0016], [13, 1.3445, 0.0213, 0.0055], [14, 1.3208, 0.1138, 0.0296]]","[0.0546, 0.7503, 0.191, 0.0042, 0]",353,CG,IsFolkes,"[0.1568, 0.7707, 0.0716, 0.0007, 0.0002]",534,186,660,534,265,645,251,122,465,301,196,466,112.0,"[[0, 64, 96], [1, 9, 12], [2, 6, 6], [3, 6, 6], [4, 8, 9], [5, 4, 6], [6, 5, 6], [7, 2, 0], [8, 8, 6]]",101,26,80,21,104.4429,176.7583,104.4087,642.3917,0.6931,0,0.3462,0.8889,0.75,0.45,0.4762,0.2,0.2903,0.2441,0.6299,0.1654,0.2047,1.0,0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.25,0.25,0.3333,0.7895,0,0.0,0.0,0.8235,0.3571,0.5,0.0,0.375,0.4211,0.8947,0.1053,0.0,0.2667,0.3182,0.1136,0.5682,0.6575,0.75,0.7895,960,0.1371,0.232,0.007,0.1759,988,0.0803,0.0354,0.0273,0.0204,0.4354,0.4429,100.2609,-1.5594,-0.6789,97.3421,97.3484,Luck adjusted,PREPROCESSING_WARNING,-1.425,-1.4238,Luck adjusted,PREPROCESSING_WARNING,-0.6311,-0.6305,Luck adjusted,PREPROCESSING_WARNING,4712255,5,6-4,So,G,"Gainesville, VA",0.0523,0.0523,-1.8548,Adjusted from Def 3P%,-1.9939,PREPROCESSING_WARNING,0.0227,-0.8214,-0.883,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4398004_Men_2022_all,"Friberg, Drew",Missouri Valley Conference,Belmont,2022,"[[0, 0.8976, 0.0633, 0.0117], [1, 1.1216, 0.0986, 0.0182], [2, 1.3144, 0.3556, 0.0657], [3, 1.2268, 0.0345, 0.0064], [4, 0.8036, 0.0428, 0.0079], [5, 1.0861, 0.0173, 0.0032], [6, 1.3019, 0.0315, 0.0058], [7, 1.1649, 0.0215, 0.004], [8, 1.3022, 0.0077, 0.0014], [9, 0.8691, 0.0228, 0.0042], [10, 1.0805, 0.0309, 0.0057], [11, 1.3269, 0.0776, 0.0143], [12, 1.0907, 0.0042, 0.0008], [13, 1.0556, 0.0508, 0.0094], [14, 1.3013, 0.1409, 0.026]]","[0, 0.0077, 0.6313, 0.3504, 0.0106]",567,WF,DrFriberg,"[0.0121, 0.3819, 0.3798, 0.2262, 0]",203,483,175,146,406,129,252,611,141,193,634,107,254.0,"[[0, 14, 20], [1, 4, 2], [2, 9, 14], [3, 9, 12], [4, 53, 72], [5, 86, 99], [6, 49, 72], [7, 11, 27], [8, 2, 0], [9, 14, 10], [10, 3, 4]]",46,207,19,27,103.7748,261.6548,105.0676,991.07,0.5435,0,0.4541,0.9255,0.6842,0.6154,0.4444,0.25,0.65,0.0791,0.0751,0.1067,0.8182,0.5,0,0.3571,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.875,0.8333,0.6667,0,0.4474,0.9412,0.0,0.0,0.6667,0.0,1.0,0.0488,0.0,0.0732,0.9268,0.3684,0.2308,0.1026,0.6667,0.6561,0.5313,0.6707,1698,0.0669,0.107,0.0292,0.1452,1650,0.1236,0.0212,0.0133,0.0072,0.7938,0.7703,124.7711,2.2909,1.8186,101.4378,107.0531,Luck adjusted,PREPROCESSING_WARNING,-0.472,0.6621,Luck adjusted,PREPROCESSING_WARNING,-0.3636,0.51,Luck adjusted,PREPROCESSING_WARNING,4398004,12,6-7,Sr,F,"State College, PA",2.0889,2.0889,0.1818,Adjusted from Def 3P%,0.7683,PREPROCESSING_WARNING,1.6749,0.1401,0.5919,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
5107566_Men_2022_all,"Palmer, Joe",Mountain West Conference,Colorado St.,2022,"[[0, 0.7598, 0.0624, 0.0108], [1, 1.0101, 0.0542, 0.0094], [2, 0.9182, 0.263, 0.0454], [3, 0, 0.0296, 0.0051], [4, 0.9781, 0.0596, 0.0103], [5, 1.1808, 0.0657, 0.0113], [6, 0.8521, 0.0681, 0.0117], [7, 1.285, 0.0089, 0], [8, 0.8963, 0.0151, 0.0026], [9, 0.8615, 0.0273, 0.0047], [10, 0.9694, 0.0165, 0.0028], [11, 0.9415, 0.0622, 0.0107], [12, 0.9254, 0.005, 0], [13, 1.4729, 0.1063, 0.0183], [14, 1.2137, 0.1561, 0.0269]]","[0, 0, 0, 0.5344, 0.4656]",263,WF,JoPalmer,"[0.0013, 0.0503, 0.3294, 0.619, 0]",469,249,572,489,409,533,253,216,362,377,359,418,87.0,"[[0, 18, 24], [1, 3, 0], [2, 8, 6], [3, 5, 12], [4, 15, 12], [5, 16, 6], [6, 14, 15], [7, 3, 6], [8, 1, 2], [9, 1, 2], [10, 3, 2]]",34,53,21,13,107.5517,90.8333,101.0239,392.4733,0.5294,0,0.3208,1.0,0.5238,0.5455,0.5385,0.8571,0.9,0.1149,0.2414,0.1494,0.6092,0.8,0,0.5,1.0,0.6667,0.0,1.0,0.5,0.75,0.4444,0.3333,0.2222,0.4444,0.1667,0.6667,0,0.375,1.0,1.0,0.6667,0.3333,1.0,1.0,0.1429,0.2143,0.2143,0.5714,0.4286,0.6154,0.0769,0.3077,0.5,0.7778,0.6071,640,0.058,0.1211,0.078,0.1442,648,0.1601,0.0421,0.0123,0.0096,0.302,0.3037,105.4971,-0.8088,-0.2443,101.4704,103.8753,Luck adjusted,PREPROCESSING_WARNING,-1.1851,-0.7165,Luck adjusted,PREPROCESSING_WARNING,-0.3599,-0.2176,Luck adjusted,PREPROCESSING_WARNING,5107566,20,6-4,Sr,G,"Faribault, MN",0.5912,0.5912,-1.3157,Adjusted from Def 3P%,-1.0717,PREPROCESSING_WARNING,0.1572,-0.3995,-0.3254,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4431915_Men_2022_all,"Calvin, Trey",Horizon League,Wright St.,2022,"[[0, 0.9626, 0.3099, 0.1148], [1, 0.9611, 0.092, 0.0341], [2, 0.9551, 0.0703, 0.026], [3, 0.875, 0.0511, 0.0189], [4, 0.986, 0.1556, 0.0577], [5, 1.0259, 0.041, 0.0152], [6, 1.3814, 0.0232, 0.0086], [7, 1.057, 0.0523, 0.0194], [9, 0.6819, 0.0027, 0.001], [13, 1.1707, 0.0191, 0.0071], [14, 1.3052, 0.1828, 0.0678]]","[1, 0, 0, 0, 0]",487,s-PG,TrCalvin,"[0.633, 0.3606, 0.0064, 0.0001, 0]",341,878,80,269,890,44,254,727,92,188,792,59,476.0,"[[0, 96, 106], [1, 30, 26], [2, 52, 52], [3, 7, 15], [4, 36, 42], [5, 43, 44], [6, 30, 32], [7, 9, 9], [8, 29, 26], [9, 107, 118], [10, 37, 42]]",371,130,111,260,103.1203,572.6274,108.5232,1073.9733,0.531,0,0.3846,0.58,0.5856,0.1385,0.5077,0.1061,0.8829,0.2216,0.2216,0.519,0.2595,0.4,0,0.5,0.5,0.0,0.0,0.5,0.0,0.8,0.5556,0.1111,0.4444,0.4444,0.5,0.5417,0,0.5455,0.5556,0.5676,0.0952,0.5143,0.0556,0.9722,0.3429,0.3524,0.3333,0.3143,0.7368,0.4783,0.1391,0.3826,0.5429,0.5556,0.6286,1912,0.2039,0.1519,0.0122,0.2954,1925,0.0785,0.024,0.0197,0.0076,0.8486,0.8537,113.7368,3.3106,2.8095,111.987,104.7665,Luck adjusted,PREPROCESSING_WARNING,1.8022,0.3346,Luck adjusted,PREPROCESSING_WARNING,1.5385,0.2856,Luck adjusted,PREPROCESSING_WARNING,4431915,1,6-0,Sr,G,"Glendale Heights, IL",2.6163,2.6163,0.7168,Adjusted from Def 3P%,0.2784,PREPROCESSING_WARNING,2.2164,0.6119,0.2376,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4593043_Men_2022_all,"Tonje, John",Mountain West Conference,Colorado St.,2022,"[[0, 0.9654, 0.2454, 0.0691], [1, 1.0525, 0.0479, 0.0135], [2, 1.1294, 0.2194, 0.0618], [3, 1.0207, 0.0461, 0.013], [4, 0.7888, 0.0932, 0.0263], [5, 1.2056, 0.042, 0.0118], [6, 1.2882, 0.0682, 0.0192], [7, 1.1228, 0.017, 0.0048], [9, 0.7907, 0.0022, 0], [13, 1.4124, 0.0347, 0.0098], [14, 1.2363, 0.184, 0.0518]]","[0, 0, 0.1659, 0.8262, 0.0079]",579,WG,JoTonje,"[0.0125, 0.4169, 0.4774, 0.0931, 0]",228,564,174,167,517,136,255,577,157,192,580,129,324.0,"[[0, 84, 114], [1, 22, 14], [2, 22, 24], [3, 15, 24], [4, 33, 30], [5, 56, 60], [6, 41, 51], [7, 8, 3], [8, 7, 10], [9, 27, 16], [10, 9, 10]]",172,152,103,69,107.9107,409.0762,101.1927,1007.7517,0.5465,0,0.3684,0.8393,0.6408,0.4545,0.4058,0.2857,0.8154,0.4012,0.3179,0.213,0.4691,0.875,0,0.0,0.0,0.8333,0.0,1.0,0.5,0.75,1.2,0.6,0.2,0.2,0.2857,0.7105,0,0.2727,0.8333,0.7027,0.5769,1.0,0.0,0.8519,0.45,0.6167,0.0167,0.3667,0.2727,0.5238,0.1667,0.3095,0.5494,0.7,0.6,1646,0.0866,0.1467,0.0263,0.2397,1660,0.1549,0.0232,0.0145,0.0127,0.7768,0.7779,107.3653,2.3059,1.7912,106.5666,108.0426,Luck adjusted,PREPROCESSING_WARNING,-0.2611,0.0256,Luck adjusted,PREPROCESSING_WARNING,-0.2031,0.0199,Luck adjusted,PREPROCESSING_WARNING,4593043,1,6-5,Sr,G,"Omaha, NE",1.9315,1.9315,0.0355,Adjusted from Def 3P%,0.2109,PREPROCESSING_WARNING,1.5675,0.0276,0.164,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4397471_Men_2022_all,"Mangum, Dravon",Conference USA,Louisiana Tech,2022,"[[0, 0.7766, 0.1271, 0.0219], [1, 1.0377, 0.0154, 0.0027], [2, 0.9305, 0.301, 0.0519], [3, 0.8464, 0.0161, 0.0028], [4, 0.398, 0.0387, 0.0067], [5, 1.096, 0.0249, 0.0043], [6, 1.1109, 0.0496, 0.0086], [7, 1.1529, 0.0289, 0.005], [8, 1.1456, 0.0128, 0.0022], [9, 0.6451, 0.0481, 0.0083], [10, 0.7822, 0.0082, 0.0014], [11, 0.9505, 0.0631, 0.0109], [12, 0.9005, 0.009, 0.0015], [13, 1.4525, 0.1218, 0.021], [14, 1.2395, 0.1354, 0.0233]]","[0, 0.0009, 0.0809, 0.7409, 0.1773]",401,WF,DrMangum,"[0.0021, 0.1353, 0.5271, 0.3355, 0]",531,328,591,537,326,611,256,66,543,269,101,546,155.0,"[[0, 22, 24], [1, 21, 26], [2, 10, 10], [3, 11, 6], [4, 39, 48], [5, 9, 12], [6, 26, 30], [7, 14, 9], [8, 1, 0], [9, 1, 0], [10, 1, 0]]",57,98,43,14,106.2085,170.1667,103.0546,668.94,0.5263,0,0.3571,0.9714,0.6279,0.3704,0.2143,0.0,0.7647,0.2194,0.2774,0.0903,0.6323,0.7059,0,0.6,1.0,0.7333,0.0909,0.5,0.0,0.6667,0.2727,0.6818,0.0909,0.2273,0.1333,0.6667,0,0.375,1.0,0.6667,0.75,0.0,0.0,1.0,0.2727,0.2727,0.0,0.7273,0.2,0.6667,0.2,0.1333,0.5323,0.75,0.5909,1101,0.0432,0.1528,0.0576,0.1504,1098,0.136,0.0344,0.0182,0.0059,0.5413,0.5367,105.3667,-1.0442,-0.5652,101.4948,101.8059,Luck adjusted,PREPROCESSING_WARNING,-0.9302,-0.8688,Luck adjusted,PREPROCESSING_WARNING,-0.4992,-0.4663,Luck adjusted,PREPROCESSING_WARNING,4397471,2,6-8,Sr,F,"Roxboro, NC",-0.3467,-0.3467,-2.2311,Adjusted from Def 3P%,-1.8816,PREPROCESSING_WARNING,-0.186,-1.1973,-1.0098,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4897472_Men_2022_all,"Johnson, Ty",Big West Conference,UC Davis,2022,"[[0, 0.7289, 0.358, 0.1288], [1, 0.9312, 0.0886, 0.0319], [2, 0.6908, 0.0764, 0.0275], [3, 0.6009, 0.016, 0.0057], [4, 0.8442, 0.0773, 0.0278], [5, 0.9979, 0.0397, 0.0143], [6, 1.1735, 0.0354, 0.0127], [7, 0.884, 0.0415, 0.0149], [13, 0.9195, 0.0556, 0.02], [14, 1.1798, 0.2114, 0.0761]]","[0.7883, 0.2117, 0, 0, 0]",524,CG,TyJohnson,"[0.2539, 0.6575, 0.0864, 0.0022, 0]",214,71,387,187,48,368,257,84,530,214,62,532,322.0,"[[0, 118, 124], [1, 16, 12], [2, 41, 42], [3, 8, 6], [4, 20, 18], [5, 17, 12], [6, 18, 18], [7, 5, 0], [8, 6, 6], [9, 69, 52], [10, 4, 4]]",257,65,171,86,103.9189,447.9567,104.3148,837.86,0.4669,0,0.2769,0.8333,0.4795,0.2317,0.4419,0.0789,0.7333,0.5124,0.5311,0.2671,0.2019,0.3333,0,0.5,1.0,0.4375,0.1429,0.0,0.0,0.75,0.32,0.64,0.2,0.16,0.3333,0.5789,0,0.375,0.6667,0.5652,0.3333,0.7143,0.2,0.6863,0.6071,0.8214,0.0833,0.0952,0.4255,0.4493,0.1304,0.4203,0.4565,0.4,0.5774,1488,0.1811,0.2456,0.0403,0.3034,1483,0.1477,0.042,0.0357,0.0036,0.7029,0.6982,94.3176,0.5889,0.414,93.586,96.398,Luck adjusted,PREPROCESSING_WARNING,-2.0841,-1.5169,Luck adjusted,PREPROCESSING_WARNING,-1.4551,-1.0591,Luck adjusted,PREPROCESSING_WARNING,4897472,2,6-3,So,G,"Chicago, IL",-0.268,-0.268,-2.1523,Adjusted from Def 3P%,-1.7736,PREPROCESSING_WARNING,-0.1379,-1.5028,-1.2383,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4592966_Men_2022_all,"Suggs, Brandon",American Athletic Conference,UCF,2022,"[[0, 0.8309, 0.2496, 0.0574], [1, 0.9539, 0.0934, 0.0215], [2, 1.1136, 0.1148, 0.0264], [4, 0.6813, 0.0659, 0.0151], [5, 1.0051, 0.0259, 0.006], [6, 1.0556, 0.1097, 0.0252], [7, 0.9785, 0.0474, 0.0109], [9, 0.7429, 0.0295, 0.0068], [13, 0.7713, 0.0967, 0.0222], [14, 1.402, 0.1672, 0.0384]]","[0, 0.0281, 0.5334, 0.4385, 0]",305,WG,BrSuggs,"[0.0201, 0.3429, 0.5772, 0.0596, 0.0001]",279,120,420,324,200,426,258,303,313,299,334,337,141.0,"[[0, 58, 62], [1, 16, 18], [2, 13, 12], [3, 4, 3], [4, 11, 21], [5, 6, 6], [6, 11, 9], [7, 3, 3], [8, 4, 4], [9, 8, 6], [10, 7, 2]]",108,34,78,30,107.7858,199.7103,102.5106,620.6783,0.4815,0,0.4118,1.0,0.5256,0.6098,0.3667,0.4545,0.7647,0.5986,0.5493,0.2113,0.2394,0.3,0,0.0,0.0,0.2941,0.4,0.3333,0.0,0.7273,0.5238,0.8095,0.1429,0.0476,0.1667,0.7391,0,0.5,1.0,0.75,0.7333,0.6667,1.0,0.8235,0.6296,0.7407,0.1111,0.1481,0.3684,0.3333,0.2,0.4667,0.5141,0.2857,0.7407,1033,0.0962,0.2153,0.058,0.1883,1033,0.1454,0.0393,0.0232,0.008,0.4531,0.4541,105.9611,0.3472,0.1573,98.7453,97.8473,Luck adjusted,PREPROCESSING_WARNING,-1.758,-1.9326,Luck adjusted,PREPROCESSING_WARNING,-0.7982,-0.8775,Luck adjusted,PREPROCESSING_WARNING,4592966,4,6-6,Sr,G,"Powder Springs, GA",0.9137,0.9137,-0.9668,Adjusted from Def 3P%,-1.191,PREPROCESSING_WARNING,0.4178,-0.439,-0.5408,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
4397384_Men_2022_all,"Moore, Isaih",Mountain West Conference,Fresno St.,2022,"[[0, 0.8912, 0.0391, 0.011], [1, 0.8677, 0.0091, 0.0026], [2, 0.8895, 0.0171, 0.0048], [3, 0.956, 0.0266, 0.0075], [4, 0.7561, 0.0237, 0.0067], [5, 1.0396, 0.0697, 0.0196], [6, 1.2608, 0.0451, 0.0127], [7, 1.0023, 0.0047, 0.0013], [8, 1.2681, 0.1864, 0.0525], [9, 0.8223, 0.2397, 0.0675], [10, 0.8761, 0.0421, 0.0118], [11, 1.1074, 0.0551, 0.0155], [12, 0.8035, 0.0105, 0.003], [13, 1.2384, 0.1026, 0.0289], [14, 1.1871, 0.1284, 0.0361]]","[0, 0, 0, 0.0855, 0.9145]",254,PF/C,IsMoore,"[0, 0.0006, 0.1793, 0.6843, 0.1358]",172,421,149,276,486,248,259,350,285,326,413,342,153.0,"[[0, 71, 108], [1, 12, 8], [2, 16, 10], [3, 4, 3], [4, 20, 21], [5, 4, 6], [6, 18, 12], [7, 8, 4]]",129,24,84,45,108.7563,191.3083,103.246,459.245,0.5736,0,0.3333,0.75,0.7024,0.7288,0.3333,0.4667,0.7091,0.3595,0.549,0.2941,0.1569,0.6111,0,0.0,0.0,0.6667,0.1,0.3333,0.0,0.6364,0.6111,0.8333,0.1667,0.0,0.0909,0.6316,0,0.0,0.0,0.75,0.9167,0.0,0.0,0.8571,0.3333,0.7619,0.1429,0.0952,0.25,0.7222,0.0556,0.2222,0.5621,0.6111,0.5714,737,0.0957,0.1411,0.112,0.2444,734,0.2568,0.0439,0.0232,0.0335,0.3897,0.3892,109.9326,2.4853,0.9686,105.417,96.9001,Luck adjusted,PREPROCESSING_WARNING,-0.6436,-2.285,Luck adjusted,PREPROCESSING_WARNING,-0.2505,-0.8893,Luck adjusted,PREPROCESSING_WARNING,4397384,11,6-10,Jr,F,"Columbia, SC",1.0535,1.0535,-0.8043,Adjusted from Def 3P%,-0.971,PREPROCESSING_WARNING,0.4059,-0.313,-0.3779,Adjusted from Def 3P%,PREPROCESSING_WARNING,Medium,Men
