_id,key,conf,team,year,style,posFreqs,doc_count,posClass,code,posConfidences,adj_rtg_margin_rank,def_adj_rtg_rank,off_adj_rtg_rank,adj_prod_margin_rank,def_adj_prod_rank,off_adj_prod_rank,adj_rapm_margin_rank,def_adj_rapm_rank,off_adj_rapm_rank,adj_rapm_prod_margin_rank,def_adj_rapm_prod_rank,off_adj_rapm_prod_rank,total_off_2p_attempts.value,total_off_3p_attempts.value,total_off_2prim_attempts.value,total_off_2pmid_attempts.value,off_adj_opp.value,off_poss.value,def_adj_opp.value,duration_mins.value,off_2p.value,off_2p_ast.value,off_3p.value,off_3p_ast.value,off_2prim.value,off_2prim_ast.value,off_2pmid.value,off_2pmid_ast.value,off_ft.value,off_ftr.value,off_2primr.value,off_2pmidr.value,off_3pr.value,off_scramble_2p.value,off_scramble_2p_ast.value,off_scramble_3p.value,off_scramble_3p_ast.value,off_scramble_2prim.value,off_scramble_2prim_ast.value,off_scramble_2pmid.value,off_scramble_2pmid_ast.value,off_scramble_ft.value,off_scramble_ftr.value,off_scramble_2primr.value,off_scramble_2pmidr.value,off_scramble_3pr.value,off_scramble_assist.value,off_trans_2p.value,off_trans_2p_ast.value,off_trans_3p.value,off_trans_3p_ast.value,off_trans_2prim.value,off_trans_2prim_ast.value,off_trans_2pmid.value,off_trans_2pmid_ast.value,off_trans_ft.value,off_trans_ftr.value,off_trans_2primr.value,off_trans_2pmidr.value,off_trans_3pr.value,off_trans_assist.value,off_ast_rim.value,off_ast_mid.value,off_ast_3p.value,off_efg.value,off_scramble_efg.value,off_trans_efg.value,off_team_poss.value,off_assist.value,off_to.value,off_orb.value,off_usage.value,def_team_poss.value,def_orb.value,def_ftr.value,def_to.value,def_2prim.value,off_team_poss_pct.value,def_team_poss_pct.value,off_rtg.value,off_adj_rtg.value,off_adj_prod.value,def_rtg.value,def_rtg.old_value,def_rtg.override,def_adj_rtg.value,def_adj_rtg.old_value,def_adj_rtg.override,def_adj_prod.value,def_adj_prod.old_value,def_adj_prod.override,roster.ncaa_id,roster.number,roster.height,roster.year_class,roster.pos,roster.origin,off_adj_rapm.value,off_adj_rapm.old_value,def_adj_rapm.value,def_adj_rapm.override,def_adj_rapm.old_value,off_adj_rapm_prod.value,def_adj_rapm_prod.value,def_adj_rapm_prod.old_value,def_adj_rapm_prod.override,tier,gender
4277912_Men_2021_all,"Huffman, Brandon",ASUN Conference,Jacksonville St.,2021,"[[5, 0.8318, 0.0056, 0.0013], [8, 1.1833, 0.3479, 0.0812], [9, 0.7633, 0.3945, 0.0921], [10, 0.9654, 0.0267, 0.0062], [12, 0.9438, 0.0383, 0.0089], [13, 1.2831, 0.1216, 0.0284], [14, 1.3095, 0.0655, 0.0153]]","[0, 0, 0, 0, 1]",282,C,BrHuffman,"[0, 0, 0.0004, 0.0022, 0.9974]",159,34,446,201,54,443,143,77,411,168,107,406,167,0,116,51,101.2605,226.325,104.5965,588.7967,0.6108,0,0.0,0.0,0.7069,0.6829,0.3922,0.7,0.5432,0.485,0.6946,0.3054,0.0,0.6522,0,0.0,0.0,0.7143,0.0667,0.0,0.0,0.6154,0.5652,0.913,0.087,0.0,0.1333,0.7778,0,0.0,0.0,0.8571,0.6667,0.5,0.0,0.5,0.8889,0.7778,0.2222,0.0,0.0,0.2,0.2,0.6,0.6108,0.6522,0.7778,958,0.0189,0.19,0.0773,0.2227,932,0.2527,0.0503,0.0118,0.0606,0.4802,0.4674,101.5674,-0.0375,-0.018,92.8233,90.4063,Luck adjusted,-1.7148,-2.206,Luck adjusted,-0.8015,-1.0311,Luck adjusted,4277912.0,50.0,6-10,Sr,C,"Goldsboro, NC",-0.1487,-0.0587,-1.5741,Adjusted from Def 3P%,-1.9407,-0.0714,-0.7357,-0.9071,Adjusted from Def 3P%,Low,Men
4396750_Men_2021_all,"Wolfe, Jake",Ohio Valley Conference,Morehead St.,2021,"[[0, 0.7337, 0.2068, 0.0389], [1, 0.9862, 0.2269, 0.0427], [2, 1.312, 0.1088, 0.0205], [3, 0, 0.0118, 0.0022], [4, 0.5721, 0.0379, 0.0071], [5, 0.9264, 0.0322, 0.0061], [6, 1.0484, 0.0916, 0.0172], [7, 1.0288, 0.0677, 0.0127], [9, 0.614, 0.0405, 0.0076], [13, 1.1478, 0.0606, 0.0114], [14, 1.5698, 0.1153, 0.0217]]","[0, 0, 0.773, 0.227, 0]",454,CG,JaWolfe,"[0.2439, 0.5822, 0.1615, 0.0123, 0]",240,78,491,221,56,495,144,61,459,132,48,496,78,43,55,23,101.7629,168.669,103.3158,798.69,0.5128,0,0.4884,1.0,0.6,0.4545,0.3043,0.1429,0.75,0.3636,0.4545,0.1901,0.3554,0.4286,0,0.6667,1.0,0.5,0.3333,0.0,0.0,0.6667,0.3,0.6,0.1,0.3,0.6,0.7778,0,0.6,1.0,0.7778,0.2857,0.0,0.0,0.8667,0.7895,0.4737,0.0,0.5263,1.0,0.3571,0.1071,0.5357,0.5909,0.6,0.8421,1314,0.1276,0.2609,0.0558,0.1351,1324,0.0634,0.0354,0.0159,0.0064,0.647,0.6481,111.9678,-0.2157,-0.1395,95.7439,98.5819,Luck adjusted,-1.2173,-0.6433,Luck adjusted,-0.7889,-0.4169,Luck adjusted,4396750.0,24.0,6-5,Jr,G,"Aurora, IL",-0.3547,-0.1064,-1.7794,Adjusted from Def 3P%,-1.6923,-0.2294,-1.1531,-1.0967,Adjusted from Def 3P%,Low,Men
4402919_Men_2021_all,"Saddler, Jayden",Southwestern Athletic Conference,Southern U.,2021,"[[0, 0.8066, 0.2713, 0.0943], [1, 1.0456, 0.2199, 0.0765], [2, 0.3468, 0.0221, 0.0077], [4, 0.6405, 0.1512, 0.0526], [5, 1.2282, 0.0654, 0.0227], [6, 1.2762, 0.042, 0.0146], [7, 1.1944, 0.0234, 0.0081], [9, 0.4159, 0.0199, 0.0069], [13, 1.2594, 0.0334, 0.0116], [14, 1.112, 0.1514, 0.0526]]","[0.7857, 0.2143, 0, 0, 0]",455,s-PG,JaSaddler,"[0.8695, 0.1292, 0.0013, 0, 0]",312,437,350,293,439,326,145,32,565,112,10,703,273,13,108,165,99.7338,340.2214,104.7139,857.9833,0.4835,0,0.0769,1.0,0.6667,0.25,0.3636,0.2833,0.625,0.2517,0.3776,0.5769,0.0455,0.6667,0,0.0,0.0,0.6667,0.1667,0.6667,0.25,0.5,0.4,0.6,0.4,0.0,0.6,0.6,0,0.0,0.0,0.8095,0.2353,0.4706,0.3125,0.5652,0.3966,0.3621,0.5862,0.0517,0.8182,0.3361,0.1092,0.5546,0.4668,0.6667,0.569,1488,0.3067,0.1822,0.0323,0.2386,1490,0.087,0.0395,0.0409,0.0086,0.7592,0.7583,102.0956,0.433,0.3288,99.8667,92.5776,Luck adjusted,0.0274,-1.4767,Luck adjusted,0.0208,-1.1197,Luck adjusted,4402919.0,5.0,6-1,Sr,G,"Aberdeen, MD",-0.7028,-0.6707,-2.1265,Adjusted from Def 3P%,-2.7997,-0.5336,-1.6125,-2.1229,Adjusted from Def 3P%,Low,Men
4702013_Men_2021_all,"Udenyi, Emeka",Western Athletic Conference,Seattle U,2021,"[[0, 0.6614, 0.039, 0.0091], [1, 0.9368, 0.0526, 0.0123], [2, 0.3557, 0.0006, 0], [4, 0.723, 0.0141, 0.0033], [5, 1.0074, 0.0553, 0.013], [6, 1.0628, 0.0357, 0.0084], [7, 0.9492, 0.0107, 0.0025], [8, 1.054, 0.1384, 0.0324], [9, 0.6778, 0.2046, 0.0479], [10, 0.9201, 0.2296, 0.0538], [12, 0.9727, 0.0226, 0.0053], [13, 1.3019, 0.0691, 0.0162], [14, 1.0699, 0.1276, 0.0299]]","[0, 0, 0, 0.1027, 0.8973]",377,PF/C,EmUdenyi,"[0.0014, 0.0309, 0.1932, 0.0762, 0.6982]",238,26,616,233,27,640,146,20,627,143,24,708,152,0,118,34,100.0374,185.8429,104.5571,683.4717,0.5197,0,0.0,0.0,0.5763,0.5882,0.3235,0.6364,0.4792,0.3158,0.7763,0.2237,0.0,0.6429,0,0.0,0.0,0.6667,0.0,0.5,1.0,0.7778,0.6429,0.8571,0.1429,0.0,0.6667,0.5,0,0.0,0.0,0.56,0.7143,0.0,0.0,0.6667,0.5357,0.8929,0.1071,0.0,0.4286,0.3019,0.0189,0.6792,0.5197,0.6429,0.5,1198,0.151,0.183,0.0772,0.1648,1219,0.1754,0.0413,0.0172,0.0249,0.5776,0.5833,105.8696,-0.7802,-0.4507,91.3341,88.9532,Luck adjusted,-1.7905,-2.2803,Luck adjusted,-1.0443,-1.33,Luck adjusted,4702013.0,15.0,6-6,Jr,F,"Oakland, CA",-0.935,-0.7958,-2.3515,Adjusted from Def 3P%,-2.6978,-0.5401,-1.3715,-1.5735,Adjusted from Def 3P%,Low,Men
4594263_Men_2021_all,"Minor, Jordan",Northeast Conference,Merrimack,2021,"[[2, 0.2184, 0.0051, 0.0017], [5, 1.0363, 0.0458, 0.0156], [7, 1.0681, 0.0013, 0], [8, 0.971, 0.2323, 0.0791], [9, 0.6975, 0.317, 0.1079], [10, 0.9021, 0.0922, 0.0314], [11, 0.2684, 0.0167, 0.0057], [12, 0.8821, 0.0096, 0.0033], [13, 1.1658, 0.1393, 0.0474], [14, 1.4987, 0.1407, 0.0479]]","[0, 0, 0, 0, 1]",418,C,JoMinor,"[0, 0.0001, 0.0065, 0.0407, 0.9528]",91,198,156,65,129,119,147,219,237,115,147,202,325,11,285,40,99.6471,414.0964,105.9886,888.525,0.5323,0,0.0909,1.0,0.5649,0.5652,0.3,0.25,0.6148,0.4018,0.8482,0.119,0.0327,0.566,0,0.0,0.0,0.5769,0.0333,0.0,0.0,0.6286,0.6604,0.9811,0.0189,0.0,0.0667,0.807,0,0.0,0.0,0.8214,0.7826,0.0,0.0,0.5833,0.4211,0.9825,0.0175,0.0,0.0217,0.4848,0.0606,0.4545,0.5193,0.566,0.807,1402,0.1009,0.1473,0.1262,0.2947,1398,0.2016,0.0501,0.03,0.0852,0.7595,0.7585,103.9334,1.8987,1.442,96.4493,92.3507,Luck adjusted,-0.6604,-1.5069,Luck adjusted,-0.501,-1.1431,Luck adjusted,4594263.0,22.0,6-8,Jr,F,"Kingston, MA",0.717,0.8413,-0.687,Adjusted from Def 3P%,-0.9944,0.5445,-0.5211,-0.7543,Adjusted from Def 3P%,Low,Men
4704021_Men_2021_all,"Brown, Johnny",Southwestern Athletic Conference,Florida A&M,2021,"[[0, 0.841, 0.0205, 0.0043], [1, 0.9322, 0.0361, 0.0076], [2, 1.0983, 0.183, 0.0387], [3, 1.0053, 0.046, 0.0097], [4, 1.2122, 0.0418, 0.0089], [5, 1.3232, 0.0106, 0.0022], [6, 0.9369, 0.0349, 0.0074], [7, 0.8527, 0.0145, 0.0031], [8, 0.9582, 0.0471, 0.01], [9, 1.0222, 0.0984, 0.0208], [10, 0.9166, 0.0735, 0.0155], [11, 1.1299, 0.2113, 0.0447], [12, 0.7382, 0.0436, 0.0092], [13, 1.3699, 0.0845, 0.0179], [14, 1.1429, 0.054, 0.0114]]","[0, 0, 0.0244, 0.7054, 0.2702]",162,S-PF,JoBrown,"[0.0104, 0.254, 0.3594, 0.3762, 0.0001]",445,592,460,416,523,448,148,128,323,219,230,345,31,60,19,12,94.1759,88.225,106.5643,334.4433,0.6452,0,0.3833,0.913,0.6316,0.5833,0.6667,0.875,0.5714,0.0769,0.2088,0.1319,0.6593,0.8333,0,0.3333,1.0,0.8,0.0,1.0,1.0,0.5,0.2222,0.5556,0.1111,0.3333,0.1667,0.6667,0,0.3333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333,0.1667,0.5,0.0,0.1818,0.4545,0.3636,0.5989,0.7222,0.5833,533,0.0671,0.102,0.0352,0.1555,532,0.0806,0.0329,0.0094,0.0225,0.285,0.2857,112.7329,-0.0966,-0.0275,96.0362,97.1136,Luck adjusted,0.4065,0.642,Luck adjusted,0.1161,0.1834,Luck adjusted,4704021.0,21.0,6-9,Jr,F,"Daytona Beach, FL",0.2476,0.4824,-1.1523,Adjusted from Def 3P%,-1.0101,0.0706,-0.3292,-0.2886,Adjusted from Def 3P%,Low,Men
4397648_Men_2021_all,"Harding, Connor",Western Athletic Conference,Utah Valley,2021,"[[0, 0.7687, 0.26, 0.0723], [1, 0.9913, 0.1049, 0.0291], [2, 0.9696, 0.1373, 0.0381], [3, 0.9221, 0.0371, 0.0103], [4, 0.6696, 0.0586, 0.0163], [5, 0.9656, 0.0472, 0.0131], [6, 1.152, 0.0478, 0.0133], [7, 0.9599, 0.115, 0.0319], [9, 0.6699, 0.0281, 0.0078], [13, 1.2741, 0.0492, 0.0137], [14, 1.1921, 0.1148, 0.0319]]","[0.0049, 0.4015, 0.5777, 0.0159, 0]",472,WG,CoHarding,"[0.128, 0.6701, 0.1776, 0.0243, 0]",376,83,718,381,35,868,149,34,576,109,9,747,149,103,89,60,101.5103,326.8571,102.5894,971.7217,0.4832,0,0.3786,0.7949,0.573,0.2941,0.35,0.4762,0.6932,0.3492,0.3532,0.2381,0.4087,0.5833,0,0.5,1.0,0.5556,0.2,0.6667,1.0,0.75,0.2,0.45,0.15,0.4,0.1818,0.6667,0,0.4444,0.75,0.8,0.5,0.0,0.0,0.5417,0.8,0.3333,0.0667,0.6,0.875,0.5625,0.1,0.3375,0.5179,0.65,0.6667,1634,0.1695,0.257,0.0229,0.2056,1635,0.1111,0.0231,0.0116,0.0134,0.7955,0.7964,95.6331,-1.2562,-0.9993,95.704,96.72,Luck adjusted,-1.1772,-0.9712,Luck adjusted,-0.9375,-0.7734,Luck adjusted,4397648.0,15.0,6-6,Jr,G,"Pocatello, ID",-0.7343,-0.6957,-2.1254,Adjusted from Def 3P%,-2.537,-0.5842,-1.6927,-2.0205,Adjusted from Def 3P%,Low,Men
4897947_Men_2021_all,"Carter III, Michael",Big Sky Conference,Portland St.,2021,"[[0, 0.8214, 0.3174, 0.1051], [1, 0.8384, 0.1371, 0.0454], [2, 0.7854, 0.0757, 0.0251], [3, 0.671, 0.0591, 0.0196], [4, 0.5599, 0.0731, 0.0242], [5, 1.1379, 0.0607, 0.0201], [6, 1.292, 0.028, 0.0093], [7, 1.0141, 0.0514, 0.017], [9, 0.5998, 0.0021, 0], [13, 1.3365, 0.0231, 0.0076], [14, 1.1622, 0.1724, 0.0571]]","[0.6342, 0.185, 0.1808, 0, 0]",366,CG,MiCarter,"[0.3434, 0.5967, 0.0567, 0.0032, 0]",441,262,634,453,245,658,150,33,578,148,40,620,159,70,111,48,102.4806,287.6595,107.5506,675.0133,0.4654,0,0.2857,0.6,0.5586,0.1935,0.25,0.0833,0.7273,0.3843,0.4847,0.2096,0.3057,0.5,0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.125,0.625,0.125,0.25,1.0,0.5556,0,0.3333,0.3333,0.6207,0.4444,0.2857,0.0,0.7857,0.6222,0.6444,0.1556,0.2,0.6522,0.5072,0.1014,0.3913,0.4541,0.75,0.5444,1200,0.1988,0.2016,0.018,0.2455,1177,0.1007,0.0458,0.0229,0.0123,0.575,0.5694,97.2704,-0.8783,-0.505,100.5007,99.2493,Luck adjusted,-0.3976,-0.6489,Luck adjusted,-0.2264,-0.3695,Luck adjusted,4897947.0,5.0,6-5,Jr,G,"Seattle, WA",-0.737,-0.5192,-2.1261,Adjusted from Def 3P%,-2.2777,-0.4238,-1.2106,-1.297,Adjusted from Def 3P%,Low,Men
4576140_Men_2021_all,"Talford, Kelton",Big South Conference,Winthrop,2021,"[[5, 1.1731, 0.0045, 0], [7, 1.1113, 0.0002, 0], [8, 1.3846, 0.1863, 0.0472], [9, 0.9114, 0.4553, 0.1155], [10, 1.1159, 0.0621, 0.0157], [12, 1.0543, 0.0097, 0.0025], [13, 1.2178, 0.1409, 0.0357], [14, 1.4676, 0.1409, 0.0357]]","[0, 0, 0, 0, 1]",479,C,KeTalford,"[0, 0, 0.0069, 0.0092, 0.9838]",21,111,39,77,157,127,151,381,156,192,388,212,134,0,120,14,100.9122,197.8917,103.4985,488.9717,0.6791,0,0.0,0.0,0.7333,0.4545,0.2143,0.6667,0.5955,0.6642,0.8955,0.1045,0.0,0.6,0,0.0,0.0,0.6316,0.0833,0.0,0.0,0.6316,0.95,0.95,0.05,0.0,0.0,0.8,0,0.0,0.0,0.7895,0.8667,1.0,1.0,0.6316,0.95,0.95,0.05,0.0,0.125,0.125,0.0,0.875,0.6791,0.6,0.8,803,0.0419,0.1819,0.1096,0.2388,869,0.2036,0.0411,0.0104,0.0374,0.3999,0.4334,116.2805,3.5058,1.402,96.0166,100.0776,Luck adjusted,-0.9984,-0.1702,Luck adjusted,-0.4327,-0.0738,Luck adjusted,4576140.0,4.0,6-7,So,F,"Great Falls, SC",1.2738,1.1765,-0.1116,Adjusted from Def 3P%,0.0841,0.5094,-0.0484,0.0365,Adjusted from Def 3P%,Low,Men
4896370_Men_2021_all,"Long, TJ",Metro Atlantic Athletic Conference,Fairfield,2021,"[[0, 0.8427, 0.1606, 0.0386], [1, 0.8837, 0.0987, 0.0238], [2, 1.1, 0.3421, 0.0823], [3, 1.015, 0.0225, 0.0054], [4, 0.2881, 0.0541, 0.013], [5, 0.9862, 0.0249, 0.006], [6, 1.3877, 0.0356, 0.0086], [7, 1.0453, 0.0383, 0.0092], [13, 1.0312, 0.07, 0.0169], [14, 1.4649, 0.1531, 0.0368]]","[0, 0.1055, 0.3734, 0.519, 0.0021]",390,WG,TjLong,"[0.0137, 0.4428, 0.3858, 0.1577, 0]",286,325,367,303,338,376,152,223,240,175,246,258,60,121,37,23,101.0835,188.9,103.4513,575.9333,0.4833,0,0.4132,0.94,0.6757,0.32,0.1739,0.25,0.7727,0.1215,0.2044,0.1271,0.6685,0.3333,0,0.375,0.6667,0.3333,0.0,0.0,0.0,1.0,0.2143,0.4286,0.0,0.5714,0.0,0.6667,0,0.5,1.0,0.6,0.6667,1.0,1.0,1.0,0.3,0.1667,0.0333,0.8,0.1875,0.5,0.05,0.45,0.5746,0.4643,0.7333,948,0.0707,0.1482,0.0221,0.1898,953,0.1458,0.0286,0.0147,0.0211,0.4547,0.4542,106.6899,0.3393,0.1543,99.9177,97.4505,Luck adjusted,-0.2374,-0.7397,Luck adjusted,-0.1078,-0.336,Luck adjusted,4896370.0,33.0,6-4,Fr,G,"Rockville Centre, NY",0.7014,0.4016,-0.6804,Adjusted from Def 3P%,-0.8793,0.3189,-0.3091,-0.3994,Adjusted from Def 3P%,Low,Men
4280048_Men_2021_all,"Ferguson, Jack",Patriot League,Colgate,2021,"[[0, 0.7862, 0.1529, 0.0376], [1, 1.1686, 0.1102, 0.0271], [2, 1.1389, 0.3031, 0.0745], [3, 1.0526, 0.034, 0.0084], [4, 0.5842, 0.0267, 0.0066], [5, 1.0043, 0.0192, 0.0047], [6, 1.0524, 0.0443, 0.0109], [7, 1.0929, 0.0647, 0.0159], [9, 0.4961, 0.0155, 0.0038], [13, 1.4054, 0.0552, 0.0136], [14, 1.2686, 0.1742, 0.0428]]","[0.0056, 0.8029, 0.1915, 0, 0]",476,CG,JaFerguson,"[0.1161, 0.7771, 0.0967, 0.01, 0]",178,261,248,138,205,213,153,286,212,117,223,163,99,213,76,23,100.1497,345.3733,105.9454,1058.2467,0.4646,0,0.4131,0.8977,0.5132,0.3333,0.3043,0.2857,0.7848,0.2532,0.2436,0.0737,0.6827,0.8333,0,0.4,0.8333,0.8333,0.0,0.0,0.0,0.9,0.4762,0.2857,0.0,0.7143,0.4545,0.5385,0,0.4524,0.8947,0.5417,0.3846,0.5,0.0,0.8,0.2941,0.3529,0.0294,0.6176,0.4848,0.4412,0.0735,0.4853,0.5705,0.6667,0.625,1796,0.1154,0.1419,0.0189,0.188,1778,0.1385,0.0213,0.0202,0.0139,0.785,0.7764,113.291,1.078,0.8462,98.1983,98.9632,Luck adjusted,-0.401,-0.2438,Luck adjusted,-0.3113,-0.1893,Luck adjusted,4280048.0,13.0,6-3,Sr,G,"Fort Wayne, IN",0.908,0.3939,-0.4433,Adjusted from Def 3P%,-0.4341,0.7127,-0.3442,-0.337,Adjusted from Def 3P%,Low,Men
4431810_Men_2021_all,"Moreno, Michael",ASUN Conference,Eastern Ky.,2021,"[[0, 0.9351, 0.0786, 0.02], [1, 0.9773, 0.095, 0.0242], [2, 1.0139, 0.2372, 0.0605], [3, 0.8782, 0.0617, 0.0157], [4, 0.7323, 0.0713, 0.0182], [5, 1.0136, 0.029, 0.0074], [6, 1.3068, 0.0452, 0.0115], [7, 1.2338, 0.0207, 0.0053], [8, 1.3117, 0.0109, 0.0028], [9, 0.8521, 0.0334, 0.0085], [10, 0.9203, 0.0304, 0.0077], [11, 1.027, 0.053, 0.0135], [12, 1.1627, 0.0048, 0.0012], [13, 1.2377, 0.1376, 0.0351], [14, 1.0727, 0.0914, 0.0233]]","[0, 0, 0.0015, 0.7212, 0.2772]",373,WF,MiMoreno,"[0.0063, 0.2252, 0.4539, 0.3146, 0]",260,920,147,242,1010,138,154,607,99,135,678,100,113,166,70,43,100.2806,262.2247,105.9042,727.0033,0.5221,0,0.3554,0.8136,0.6429,0.4667,0.3256,0.5,0.6897,0.1039,0.2509,0.1541,0.595,0.5455,0,0.5385,0.7143,0.5667,0.1765,0.3333,0.0,0.7143,0.1522,0.6522,0.0652,0.2826,0.12,0.6,0,0.3333,0.7143,1.0,0.8333,0.0,0.0,0.6667,0.0968,0.1935,0.129,0.6774,0.5385,0.35,0.125,0.525,0.5287,0.6196,0.5323,1295,0.1053,0.0686,0.0711,0.1952,1287,0.1504,0.0207,0.0225,0.0224,0.6584,0.6573,116.6984,1.9575,1.2887,105.833,103.8193,Luck adjusted,1.1395,0.7262,Luck adjusted,0.749,0.4774,Luck adjusted,4431810.0,24.0,6-7,So,F,"Georgetown, KY",1.9293,2.0249,0.5786,Adjusted from Def 3P%,0.4177,1.2702,0.3803,0.2746,Adjusted from Def 3P%,Low,Men
4702510_Men_2021_all,"Townsel, Malcolm",Patriot League,Holy Cross,2021,"[[0, 0.9611, 0.4014, 0.0542], [1, 0.9896, 0.065, 0.0088], [2, 1.2906, 0.0747, 0.0101], [3, 0, 0.015, 0.002], [4, 0.7058, 0.0885, 0.0119], [5, 1.4532, 0.0105, 0], [6, 1.3075, 0.1197, 0.0161], [7, 0.8835, 0.0052, 0], [9, 0.6619, 0.0139, 0.0019], [13, 1.3953, 0.1152, 0.0155], [14, 1.4159, 0.0908, 0.0123]]","[0.042, 0.4857, 0.4017, 0.0706, 0]",183,WG,MaTownsel,"[0.0532, 0.5985, 0.3337, 0.0138, 0.0008]",370,348,489,370,382,468,155,294,210,213,334,270,43,11,35,8,99.2565,73.8917,107.393,352.1517,0.6047,0,0.4545,1.0,0.6571,0.3478,0.375,0.0,0.6452,0.5741,0.6481,0.1481,0.2037,0.6667,0,0.0,0.0,0.6667,0.0,0.0,0.0,0.7,1.6667,1.0,0.0,0.0,0.0,0.6667,0,0.6667,1.0,0.6667,1.0,0.0,0.0,0.0,0.1667,0.5,0.0,0.5,0.5,0.1429,0.4286,0.4286,0.6204,0.6667,0.8333,595,0.038,0.1489,0.0428,0.1217,586,0.0373,0.0382,0.0085,0.0096,0.3097,0.3055,118.0173,-0.2145,-0.0664,98.3785,107.6793,Luck adjusted,-0.182,1.7464,Luck adjusted,-0.0556,0.5336,Luck adjusted,4702510.0,12.0,6-5,Sr,G,"Chicago, IL",0.9158,0.8909,-0.4174,Adjusted from Def 3P%,0.181,0.2837,-0.1275,0.0553,Adjusted from Def 3P%,Low,Men
4398386_Men_2021_all,"Ndefo, KC",Metro Atlantic Athletic Conference,Saint Peter's,2021,"[[2, 0.7727, 0.0076, 0.0027], [3, 0, 0.0025, 0.0009], [5, 0.9091, 0.0777, 0.0274], [7, 0.9678, 0.0124, 0.0044], [8, 1.0342, 0.1331, 0.047], [9, 0.7057, 0.3861, 0.1363], [10, 0.9827, 0.1258, 0.0444], [11, 0.809, 0.0238, 0.0084], [12, 0.9631, 0.0667, 0.0235], [13, 0.9524, 0.0579, 0.0205], [14, 1.1307, 0.1065, 0.0376]]","[0, 0, 0, 0.1638, 0.8362]",403,C,KcNdefo,"[0.0001, 0.0018, 0.0149, 0.0778, 0.9054]",184,43,471,170,29,472,156,53,518,138,36,585,257,21,213,44,103.3228,402.8619,102.626,855.685,0.4825,0,0.2857,1.0,0.5164,0.3909,0.3182,0.1429,0.5449,0.5612,0.7662,0.1583,0.0755,0.36,0,1.0,1.0,0.3913,0.1111,0.0,0.0,0.7143,0.5385,0.8846,0.0769,0.0385,0.4,0.6,0,0.0,0.0,0.625,0.3333,0.0,0.0,0.6061,1.2692,0.9231,0.0385,0.0385,0.7333,0.6,0.0625,0.3375,0.4784,0.4038,0.5769,1447,0.2162,0.2358,0.0629,0.2817,1436,0.2041,0.0478,0.0292,0.1208,0.6583,0.6548,91.8085,-0.1206,-0.0794,95.547,83.4831,Luck adjusted,-1.5488,-3.9517,Luck adjusted,-1.0142,-2.5876,Luck adjusted,4398386.0,11.0,6-7,Sr,F,"Elmont, NY",-0.5582,-0.621,-1.8795,Adjusted from Def 3P%,-2.8105,-0.3675,-1.2307,-1.8403,Adjusted from Def 3P%,Low,Men
4397671_Men_2021_all,"Bailey, Jeremiah",West Coast Conference,Pacific,2021,"[[0, 0.6983, 0.2394, 0.0635], [1, 0.8197, 0.0232, 0.0062], [2, 1.052, 0.1746, 0.0463], [3, 0.9731, 0.0242, 0.0064], [4, 0.5588, 0.0566, 0.015], [5, 0.9819, 0.0526, 0.0139], [6, 1.0452, 0.0556, 0.0147], [7, 0.927, 0.0144, 0.0038], [8, 1.0738, 0.0148, 0.0039], [9, 0.6765, 0.0763, 0.0202], [10, 0.7173, 0.0095, 0.0025], [11, 1.0768, 0.0363, 0.0096], [12, 0.8398, 0.006, 0.0016], [13, 1.0368, 0.0479, 0.0127], [14, 1.207, 0.1688, 0.0448]]","[0, 0.0024, 0.1489, 0.8245, 0.0243]",332,WF,JeBailey,"[0.0018, 0.1058, 0.6616, 0.2308, 0.0001]",390,205,617,400,163,661,157,43,568,139,29,660,140,94,92,48,103.9637,309.7218,103.338,737.9033,0.45,0,0.3723,0.8857,0.5435,0.36,0.2708,0.2308,0.6355,0.4573,0.3932,0.2051,0.4017,0.4167,0,0.0,0.0,0.4545,0.0,0.0,0.0,1.0,0.5385,0.8462,0.0769,0.0769,0.8,0.6296,0,0.3636,0.75,0.6957,0.5,0.25,0.0,0.6286,0.9211,0.6053,0.1053,0.2895,0.3333,0.6667,0.1667,0.1667,0.4936,0.3846,0.6053,1276,0.0872,0.1711,0.0506,0.2336,1265,0.2133,0.0448,0.0269,0.0165,0.6629,0.6578,95.2037,-0.7825,-0.5187,100.7816,100.013,Luck adjusted,-0.6299,-0.7821,Luck adjusted,-0.4144,-0.5145,Luck adjusted,4397671.0,13.0,6-6,Sr,F,"Fairbanks, AK",-0.7046,-0.8089,-2.0206,Adjusted from Def 3P%,-1.4309,-0.4671,-1.3292,-0.9413,Adjusted from Def 3P%,Low,Men
